CODIGO INEI;CODIGO CPNP;NOMBREDD;NOMBREPP;NOMBREDI;GPS;MACREGPOL/FP;REGPOL;DIVPOL/DIVOPUS;COMISARÍA;TIPO*;RURAL*;SECTORIAL*;ZONAL*;;;
0164;0937;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;-6.70812895,-79.91431189;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP SAN MARTIN DE PORRAS;B;X;;;;;
0168;0940;LAMBAYEQUE;LAMBAYEQUE;MORROPE;-6.54058378,-80.01568366;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP MORROPE;C;X;;X;;;
0167;0943;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;-6.5511264,-79.86651798;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP MOCHUMI;D;X;;;;;
0166;0946;LAMBAYEQUE;LAMBAYEQUE;JAYANCA;-6.39140043,-79.82291111;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP JAYANCA;C;X;;;;;
0175;0949;LAMBAYEQUE;LAMBAYEQUE;SAN JOSE;-6.76829495,-79.96851658;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP SAN JOSE;D;X;;;;;
0176;0952;LAMBAYEQUE;LAMBAYEQUE;TUCUME;-6.5064993,-79.85918223;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP TUCUME;C;X;;;;;
0165;0955;LAMBAYEQUE;LAMBAYEQUE;ILLIMO;-6.474655,-79.855252;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP ILLIMO;D;X;;;;;
0172;0958;LAMBAYEQUE;LAMBAYEQUE;PACORA;-6.42504936,-79.83760229;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP PACORA;D;X;;;;;
0169;0962;LAMBAYEQUE;LAMBAYEQUE;MORROPE;-6.51352711,-79.96060618;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP CRUZ DEL MEDANO;D;X;;;;;
0171;0965;LAMBAYEQUE;LAMBAYEQUE;OLMOS;-5.98747608,-79.74313371;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP OLMOS;B;X;X;;;;
0170;0968;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;-6.15386685,-79.71229043;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP MOTUPE;C;X;;;;;
0173;0972;LAMBAYEQUE;LAMBAYEQUE;SALAS;-6.2749732,-79.60773885;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP SALAS;C;X;;;;;
0174;0973;LAMBAYEQUE;LAMBAYEQUE;SALAS;-6.16794051,-79.47342967;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP PENACHI;D;X;;;;;
0159;0975;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;-6.63520723,-79.7911479;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP FERREÑAFE;A;;X;;;;
0162;0985;LAMBAYEQUE;FERREÑAFE;PITIPO;-6.4831992,-79.6541801;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP BATAN GRANDE;D;X;;;;;
0146;0988;LAMBAYEQUE;CHICLAYO;PICSI;-6.71468998,-79.77079465;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP PICSI;C;X;;;;;
0160;0992;LAMBAYEQUE;FERREÑAFE;INCAHUASI;-6.23578185,-79.3162728;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP INCAHUASI;D;X;;;;;
0161;0993;LAMBAYEQUE;FERREÑAFE;INCAHUASI;-6.21932842,-79.36064768;LAMBAYEQUE;LAMBAYEQUE;DIVOPUS LAMBAYEQUE;CPNP UYURPAMPA;E;X;;;;;
0297;1398;LORETO;ALTO AMAZONAS;YURIMAGUAS;-5.89719938,-76.114392;LORETO;LORETO;DIVOPUS LORETO;CPNP YURIMAGUAS;A;;X;;;;
0299;1401;LORETO;DATEM DEL MARAÑON;BARRANCA;-4.83147641,-76.55503033;LORETO;LORETO;DIVOPUS LORETO;CPNP SAN LORENZO;C;X;;;;;
0298;1404;LORETO;ALTO AMAZONAS;LAGUNAS;-5.22668855,-75.67885706;LORETO;LORETO;DIVOPUS LORETO;CPNP LAGUNAS;D;X;;;;;
0359;1538;LORETO;MAYNAS;IQUITOS;-3.75448239,-73.24565676;LORETO;LORETO;DIVOPUS LORETO;CPNP IQUITOS;A;;;;;;
0360;1541;LORETO;MAYNAS;IQUITOS;-3.7452395,-73.26495653;LORETO;LORETO;DIVOPUS LORETO;CPNP MORONACOCHA;A;;;;;;
0370;1543;LORETO;MAYNAS;PUNCHANA;-3.72922918,-73.24080278;LORETO;LORETO;DIVOPUS LORETO;CPNP PUNCHANA;A;;;;;;
0372;1546;LORETO;MAYNAS;BELEN;-3.76625968,-73.2611055;LORETO;LORETO;DIVOPUS LORETO;CPNP 9 DE OCTUBRE;A;;;;;;
0373;1549;LORETO;MAYNAS;BELEN;-3.76099487,-73.24919339;LORETO;LORETO;DIVOPUS LORETO;CPNP BELEN;B;;;;;;
0364;1558;LORETO;MAYNAS;FERNANDO LORES;-4.290084,-73.198421;LORETO;LORETO;DIVOPUS LORETO;CPNP BUENA VISTA;E;X;;;;;
0362;1561;LORETO;MAYNAS;FERNANDO LORES;-4.00249073,-73.15970779;LORETO;LORETO;DIVOPUS LORETO;CPNP TAMSHIYACU;E;;;;;;
0363;1563;LORETO;MAYNAS;FERNANDO LORES;-4.159909,-72.937347;LORETO;LORETO;DIVOPUS LORETO;CPNP SERAFIN FILOMENO;E;X;;;;;
0361;1566;LORETO;MAYNAS;ALTO NANAY;-3.88873512,-73.69630896;LORETO;LORETO;DIVOPUS LORETO;CPNP SANTA MARIA DE NANAY;E;X;;;;;
0368;1567;LORETO;MAYNAS;MAZAN;-3.49893179,-73.09097002;LORETO;LORETO;DIVOPUS LORETO;CPNP MAYNAS-MAZAN;B;;X;;;;
0365;1569;LORETO;MAYNAS;INDIANA;-3.49963141,-73.04205161;LORETO;LORETO;DIVOPUS LORETO;CPNP INDIANA;D;X;;;;;
0366;1571;LORETO;MAYNAS;LAS AMAZONAS;-3.42231011,-72.76464481;LORETO;LORETO;DIVOPUS LORETO;CPNP FRANCISCO DE ORELLANA;E;X;;;;;
5063;1572;LORETO;MAYNAS;INDIANA;-3.588879,-73.13991;LORETO;LORETO;DIVOPUS LORETO;CPNP SINCHICUY;E;X;;;;;
0369;1573;LORETO;MAYNAS;NAPO;-2.48951472,-73.67565278;LORETO;LORETO;DIVOPUS LORETO;CPNP SANTA CLOTILDE;E;X;;;;;
0371;1575;LORETO;MAYNAS;TORRES CAUSANA;-0.97055224,-75.17503743;LORETO;LORETO;DIVOPUS LORETO;CPNP TORRES CAUSANA;D;X;;;;;
0367;1577;LORETO;MAYNAS;LAS AMAZONAS;-3.58743437,-72.25546661;LORETO;LORETO;DIVOPUS LORETO;CPNP YANASHI LAS AMAZONAS;E;X;;;;;
8101;1578;LORETO;PUTUMAYO;PUTUMAYO;-2.44717886,-72.66866165;LORETO;LORETO;DIVOPUS LORETO;CPNP EL ESTRECHO;D;X;;;;;
0375;1600;LORETO;LORETO;NAUTA;-4.50676725,-73.57563444;LORETO;LORETO;DIVOPUS LORETO;CPNP NAUTA;B;;X;;;;
0376;1610;LORETO;LORETO;NAUTA;-4.51270471,-73.90544311;LORETO;LORETO;DIVOPUS LORETO;CPNP SILVA MERINO;E;X;;;;;
0379;1612;LORETO;LORETO;TIGRE;-3.48933068,-74.78167878;LORETO;LORETO;DIVOPUS LORETO;CPNP INTUTO;E;X;;;;;
0377;1614;LORETO;LORETO;PARINARI;-4.59159679,-74.37955394;LORETO;LORETO;DIVOPUS LORETO;CPNP SANTA RITA DE CASTILLA;E;X;;;;;
0378;1616;LORETO;LORETO;URARINAS;-4.82982448,-75.12068006;LORETO;LORETO;DIVOPUS LORETO;CPNP MAYPUCO;D;X;;;;;
0380;1618;LORETO;LORETO;TROMPETEROS;-3.80678532,-75.06040585;LORETO;LORETO;DIVOPUS LORETO;CPNP TROMPETEROS;D;X;;;;;
0381;1621;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;-3.90539562,-70.51613807;LORETO;LORETO;DIVOPUS LORETO;CPNP CABALLOCOCHA;B;X;X;;;;
0382;1625;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;-3.929604,-70.779137;LORETO;LORETO;DIVOPUS LORETO;CPNP CHIMBOTE;E;X;;;;;
0384;1627;LORETO;MARISCAL RAMON CASTILLA;SAN PABLO;-4.01871149,-71.10150309;LORETO;LORETO;DIVOPUS LORETO;CPNP SAN PABLO;D;X;;;;;
0383;1630;LORETO;MARISCAL RAMON CASTILLA;PEBAS;-3.32087658,-71.86111841;LORETO;LORETO;DIVOPUS LORETO;CPNP PEBAS;D;X;;;;;
0385;1635;LORETO;REQUENA;REQUENA;-5.063555,-73.85653547;LORETO;LORETO;DIVOPUS LORETO;CPNP REQUENA;B;;X;;;;
0387;1637;LORETO;REQUENA;CAPELO;-5.40526603,-74.15800243;LORETO;LORETO;DIVOPUS LORETO;CPNP FLOR DE PUNGA;E;X;;;;;
0392;1639;LORETO;REQUENA;SOPLIN;-6.00673248,-73.69173163;LORETO;LORETO;DIVOPUS LORETO;CPNP CURINGA;E;X;;;;;
0394;1642;LORETO;REQUENA;JENARO HERRERA;-4.90277408,-73.67160168;LORETO;LORETO;DIVOPUS LORETO;CPNP GENARO HERRERA;D;X;;;;;
0390;1646;LORETO;REQUENA;SAQUENA;-4.724885,-73.532243;LORETO;LORETO;DIVOPUS LORETO;CPNP BAGAZAN;D;X;;;;;
0391;1648;LORETO;REQUENA;SAQUENA;-4.551817,-73.504557;LORETO;LORETO;DIVOPUS LORETO;CPNP YUCURUCHI;E;X;;;;;
0386;1650;LORETO;REQUENA;ALTO TAPICHE;-6.02586671,-74.09381425;LORETO;LORETO;DIVOPUS LORETO;CPNP SANTA ELENA;E;X;;;;;
0393;1652;LORETO;REQUENA;TAPICHE;-5.69331917,-74.13795412;LORETO;LORETO;DIVOPUS LORETO;CPNP IBERIA;D;X;;;;;
0388;1654;LORETO;REQUENA;EMILIO SAN MARTIN;-5.79413683,-74.28297073;LORETO;LORETO;DIVOPUS LORETO;CPNP TAMANCO;E;X;;;;;
0389;1656;LORETO;REQUENA;PUINAHUA;-5.25618879,-74.34581483;LORETO;LORETO;DIVOPUS LORETO;CPNP BRETAÑA;E;X;;;;;
;1725;LORETO;UCAYALI;PAMPA HERMOSA;-7°11'44.30,-75°17'38.60;LORETO;LORETO;DIVOPUS LORETO;CPNP PAMPA HERMOSA;E;X;;;;;
0395;1730;LORETO;UCAYALI;CONTAMANA;-7.34976148,-75.00832957;LORETO;LORETO;DIVOPUS LORETO;CPNP CONTAMANA;B;;X;;;;
;7905;LORETO;UCAYALI;VARGAS GUERRA;"6°54'40.9""S 75°09'26.0""W";LORETO;LORETO;DIVOPUS LORETO;CPNP ORELLANA;E;X;;;;;
;7910;LORETO;UCAYALI;SARAYACU;-6.038495,-74.854048;LORETO;LORETO;DIVOPUS LORETO;CPNP SARAYACU;E;X;;;;;
0731;3592;MADRE DE DIOS;MANU;MANU;-12.83602501,-71.35860622;MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP SALVACION;D;X;;;;;
0726;3663;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.59353205,-69.17815847;MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP PUERTO MALDONADO;B;;;;;;
0727;3664;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.58326933,-69.19321582;MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP TAMBOPATA;B;;;;;;
0730;3668;MADRE DE DIOS;TAMBOPATA;LABERINTO;-12.71921651,-69.58846224;MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP LABERINTO;D;X;;;;;
0729;3670;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;-12.27563476,-69.15193464;MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP PLANCHON;D;X;;;;;
;3671;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;"-11°56'00.2"", -69°07'12.6""";MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP MAVILA;E;X;;;;;
0734;3675;MADRE DE DIOS;TAHUAMANU;IBERIA;-11.40534037,-69.48979731;MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP IBERIA;C;X;;;;;
0733;3680;MADRE DE DIOS;MANU;HUEPETUHE;-13.00166207,-70.52989877;MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP HUEPETUHE;C;X;;;;;
0728;3681;MADRE DE DIOS;TAMBOPATA;INAMBARI;-13.10064754,-70.36707189;MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP MAZUKO;B;X;X;;;;
;3682;MADRE DE DIOS;MANU;MADRE DE DIOS;"12°47'23.2""S 70°31'19.7""W";MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP DELTA 1;E;X;;;;;
;3683;MADRE DE DIOS;TAMBOPATA;INAMBARI;-12.926243°,-70.302720°;MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP SANTA ROSA;E;X;;;;;
0732;3686;MADRE DE DIOS;MANU;MADRE DE DIOS;-12.62075986,-70.39681944;MADRE DE DIOS;MADRE DE DIOS;DIVOPUS MADRE DE DIOS;CPNP BOCA COLORADO;E;X;;;;;
0010;0600;PIURA;PIURA;PIURA;-5.19025882,-80.63408522;PIURA;PIURA;DIVOPUS PIURA;CPNP PIURA;A;;;;;;
0014;0603;PIURA;PIURA;CASTILLA;-5.20563191,-80.62054045;PIURA;PIURA;DIVOPUS PIURA;CPNP CASTILLA;B;;;;;;
0011;0606;PIURA;PIURA;VEINTISEIS DE OCTUBRE;-5.185295,-80.668668;PIURA;PIURA;DIVOPUS PIURA;CPNP SAN MARTIN;B;;;;;;
0012;0609;PIURA;PIURA;CASTILLA;-5.18713728,-80.59871083;PIURA;PIURA;DIVOPUS PIURA;CPNP TACALA;C;;;;;;
0013;0612;PIURA;PIURA;CASTILLA;-5.22489622,-80.61842704;PIURA;PIURA;DIVOPUS PIURA;CPNP EL INDIO;C;;;;;;
0018;0628;PIURA;PIURA;CATACAOS;-5.26451445,-80.67036549;PIURA;PIURA;DIVOPUS PIURA;CPNP CATACAOS;B;X;X;;;;
0085;0630;PIURA;SECHURA;SECHURA;-5.76203811,-80.86286029;PIURA;PIURA;DIVOPUS PIURA;CPNP PARACHIQUE;C;X;;;;;
0017;0632;PIURA;PIURA;CATACAOS;-5.24248333,-80.6637766;PIURA;PIURA;DIVOPUS PIURA;CPNP LA LEGUA;D;X;;;;;
0088;0633;PIURA;SECHURA;RINCONADA LLICUAR;-5.45540201,-80.76212518;PIURA;PIURA;DIVOPUS PIURA;CPNP RINCONADA LLICUAR;D;X;;;;;
0019;0635;PIURA;PIURA;CURA MORI;-5.32463504,-80.66488714;PIURA;PIURA;DIVOPUS PIURA;CPNP CUCUNGARA;D;X;;;;;
0044;0636;PIURA;MORROPON;CHULUCANAS;-5.09389795,-80.16047174;PIURA;PIURA;DIVOPUS PIURA;CPNP CHULUCANAS;A;X;X;;;;
0020;0638;PIURA;PIURA;LA ARENA;-5.34800031,-80.71298264;PIURA;PIURA;DIVOPUS PIURA;CPNP LA ARENA;C;X;;;;;
0045;0639;PIURA;MORROPON;CHULUCANAS;-5.16925819,-80.18602417;PIURA;PIURA;DIVOPUS PIURA;CPNP KILOMETRO 50;D;X;;;;;
0021;0642;PIURA;PIURA;LA UNION;-5.40232231,-80.74340563;PIURA;PIURA;DIVOPUS PIURA;CPNP LA UNION;C;X;;;;;
0046;0643;PIURA;MORROPON;CHULUCANAS;-5.01624496,-80.2208425;PIURA;PIURA;DIVOPUS PIURA;CPNP PACCHA;D;X;;;;;
0016;0645;PIURA;PIURA;PIURA;-5.1726354,-80.64974278;PIURA;PIURA;DIVOPUS PIURA;CPNP LOS ALGARROBOS;B;;;;;;
0083;0648;PIURA;SECHURA;SECHURA;-5.55448087,-80.82308813;PIURA;PIURA;DIVOPUS PIURA;CPNP SECHURA;B;;X;;;;
0086;0651;PIURA;SECHURA;BERNAL;-5.45725918,-80.74174478;PIURA;PIURA;DIVOPUS PIURA;CPNP BERNAL;D;X;;;;;
0048;0652;PIURA;MORROPON;CHULUCANAS;-5.11075,-80.062964;PIURA;PIURA;DIVOPUS PIURA;CPNP TALANDRACAS;D;X;;;;;
0047;0653;PIURA;MORROPON;CHULUCANAS;-5.06271714,-80.13989801;PIURA;PIURA;DIVOPUS PIURA;CPNP YAPATERA;D;X;;;;;
0087;0654;PIURA;SECHURA;VICE;-5.41959545,-80.77622797;PIURA;PIURA;DIVOPUS PIURA;CPNP VICE;D;X;;;;;
0052;0655;PIURA;MORROPON;MORROPON;-5.18871096,-79.97130822;PIURA;PIURA;DIVOPUS PIURA;CPNP MORROPON;A;;X;;;;
0084;0657;PIURA;SECHURA;SECHURA;-5.82570248,-81.035404;PIURA;PIURA;DIVOPUS PIURA;CPNP PUERTO RICO;D;X;;;;;
0056;0658;PIURA;MORROPON;SANTA CATALINA DE MOSSA;-5.10401535,-79.88684641;PIURA;PIURA;DIVOPUS PIURA;CPNP PALTASHACO;D;X;;;;;
0049;0662;PIURA;MORROPON;BUENOS AIRES;-5.26162186,-79.96732689;PIURA;PIURA;DIVOPUS PIURA;CPNP BUENOS AIRES;D;X;;;;;
0051;0663;PIURA;MORROPON;LA MATANZA;-5.21495339,-80.0902497;PIURA;PIURA;DIVOPUS PIURA;CPNP LA MATANZA;D;X;;;;;
0054;0665;PIURA;MORROPON;SALITRAL;-5.34204084,-79.83327967;PIURA;PIURA;DIVOPUS PIURA;CPNP SALITRAL;D;X;;;;;
0057;0668;PIURA;MORROPON;SANTO DOMINGO;-5.02895216,-79.87570276;PIURA;PIURA;DIVOPUS PIURA;CPNP SANTO DOMINGO;C;X;;;;;
0058;0672;PIURA;MORROPON;YAMANGO;-5.18025258,-79.75479272;PIURA;PIURA;DIVOPUS PIURA;CPNP YAMANGO;D;X;;;;;
0050;0675;PIURA;MORROPON;CHALACO;-5.03944778,-79.79450788;PIURA;PIURA;DIVOPUS PIURA;CPNP CHALACO;D;X;;;;;
0038;0678;PIURA;HUANCABAMBA;CANCHAQUE;-5.2271838,-79.64515076;PIURA;PIURA;DIVOPUS PIURA;CPNP LOS RANCHOS;D;X;;;;;
0055;0681;PIURA;MORROPON;SANTA CATALINA DE MOSSA;-5.075545,-79.875847;PIURA;PIURA;DIVOPUS PIURA;CPNP PAMBARUMBE;D;X;;;;;
0036;0683;PIURA;HUANCABAMBA;HUANCABAMBA;-5.23629656,-79.4530385;PIURA;PIURA;DIVOPUS PIURA;CPNP HUANCABAMBA;A;;X;;;;
0040;0686;PIURA;HUANCABAMBA;HUARMACA;-5.56772558,-79.52362819;PIURA;PIURA;DIVOPUS PIURA;CPNP HUARMACA;B;X;;;;;
0041;0689;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;-5.40098284,-79.60690142;PIURA;PIURA;DIVOPUS PIURA;CPNP SAN MIGUEL DE EL FAIQUE;D;X;;;;;
0043;0692;PIURA;HUANCABAMBA;SONDORILLO;-5.33896224,-79.42847169;PIURA;PIURA;DIVOPUS PIURA;CPNP SONDORILLO;D;X;;;;;
0042;0695;PIURA;HUANCABAMBA;SONDOR;-5.31530144,-79.40981625;PIURA;PIURA;DIVOPUS PIURA;CPNP SONDOR;D;X;;;;;
0037;0698;PIURA;HUANCABAMBA;CANCHAQUE;-5.37627398,-79.60647171;PIURA;PIURA;DIVOPUS PIURA;CPNP CANCHAQUE;D;X;;;;;
0039;0702;PIURA;HUANCABAMBA;EL CARMEN DE LA FRONTERA;-5.14830191,-79.42836596;PIURA;PIURA;DIVOPUS PIURA;CPNP SAPALACHE;D;X;;;;;
8482;0728;PIURA;PIURA;VEINTISEIS DE OCTUBRE;-5.17552213,-80.68074463;PIURA;PIURA;DIVOPUS PIURA;CPNP VEINTISEIS(26) DE OCTUBRE;A;;;;;;
0031;0740;PIURA;AYABACA;PACAIPAMPA;-4.99551553,-79.6689123;PIURA;PIURA;DIVOPUS PIURA;CPNP PACAIPAMPA;C;X;;;;;
5009;0741;PIURA;MORROPON;SAN JUAN DE BIGOTE;-5.31886859,-79.78670003;PIURA;PIURA;DIVOPUS PIURA;CPNP SAN JUAN DE BIGOTE;D;X;;;;;
0028;0754;PIURA;AYABACA;FRIAS;-4.9312108,-79.94810821;PIURA;PIURA;DIVOPUS PIURA;CPNP FRIAS;D;X;;;;;
0053;0756;PIURA;AYABACA;FRIAS;-4.99727654,-79.95886617;PIURA;PIURA;DIVOPUS PIURA;CPNP SAN JORGE;D;X;;;;;
0024;0615;PIURA;PIURA;TAMBO GRANDE;-4.93225789,-80.34184538;PIURA;PIURA;DIVOPUS SULLANA;CPNP TAMBOGRANDE;B;X;;;;;
0025;0618;PIURA;PIURA;TAMBO GRANDE;-4.83713722,-80.27016632;PIURA;PIURA;DIVOPUS SULLANA;CPNP CRUCETA;D;X;;;;;
0022;0621;PIURA;PIURA;LAS LOMAS;-4.65659873,-80.24390865;PIURA;PIURA;DIVOPUS SULLANA;CPNP LAS LOMAS;D;X;;;;;
0023;0622;PIURA;PIURA;LAS LOMAS;-4.71969697,-80.13059805;PIURA;PIURA;DIVOPUS SULLANA;CPNP CHIPILLICO;E;X;;;;;
0067;0705;PIURA;SULLANA;SULLANA;-4.8994126,-80.69050448;PIURA;PIURA;DIVOPUS SULLANA;CPNP SULLANA;A;;;;;;
0075;0708;PIURA;SULLANA;QUERECOTILLO;-4.84165122,-80.65217506;PIURA;PIURA;DIVOPUS SULLANA;CPNP QUEROCOTILLO;C;X;X;;;;
0068;0711;PIURA;SULLANA;SULLANA;-4.90933622,-80.7238478;PIURA;PIURA;DIVOPUS SULLANA;CPNP NUEVA SULLANA;D;;;;;;
0070;0714;PIURA;SULLANA;IGNACIO ESCUDERO;-4.84749877,-80.8736486;PIURA;PIURA;DIVOPUS SULLANA;CPNP SAN JACINTO;D;X;;;;;
0074;0717;PIURA;SULLANA;MIGUEL CHECA;-4.90166212,-80.81486546;PIURA;PIURA;DIVOPUS SULLANA;CPNP MIGUEL CHECA;D;X;;;;;
0076;0720;PIURA;SULLANA;SALITRAL;-4.85707313,-80.68073774;PIURA;PIURA;DIVOPUS SULLANA;CPNP SALITRAL;D;X;;;;;
0071;0723;PIURA;SULLANA;LANCONES;-4.64097621,-80.54863909;PIURA;PIURA;DIVOPUS SULLANA;CPNP LANCONES;D;X;;;;;
0072;0724;PIURA;SULLANA;LANCONES;-4.323998,-80.503131;PIURA;PIURA;DIVOPUS SULLANA;CPNP LOS ENCUENTROS DE PILARES;D;X;;;;;
0073;0726;PIURA;SULLANA;MARCAVELICA;-4.88174691,-80.70672473;PIURA;PIURA;DIVOPUS SULLANA;CPNP MARCAVELICA;C;X;;;;;
0069;0732;PIURA;SULLANA;BELLAVISTA;-4.89115111,-80.68176779;PIURA;PIURA;DIVOPUS SULLANA;CPNP BELLAVISTA;B;;;;;;
0026;0735;PIURA;AYABACA;AYABACA;-4.63912067,-79.71481699;PIURA;PIURA;DIVOPUS SULLANA;CPNP AYABACA;B;;X;;;;
0035;0738;PIURA;AYABACA;SUYO;-4.51284906,-80.00124038;PIURA;PIURA;DIVOPUS SULLANA;CPNP SUYO;C;X;;;;;
0030;0742;PIURA;AYABACA;MONTERO;-4.63258119,-79.82988335;PIURA;PIURA;DIVOPUS SULLANA;CPNP MONTERO;D;X;;;;;
0032;0744;PIURA;AYABACA;PAIMAS;-4.62714456,-79.94721358;PIURA;PIURA;DIVOPUS SULLANA;CPNP PAIMAS;D;X;;;;;
0034;0746;PIURA;AYABACA;SICCHEZ;-4.57030661,-79.76424243;PIURA;PIURA;DIVOPUS SULLANA;CPNP SICCHEZ;D;X;;;;;
0027;0748;PIURA;AYABACA;LAGUNAS;-4.704897,-79.853267;PIURA;PIURA;DIVOPUS SULLANA;CPNP TONDOPA;D;X;;;;;
0033;0750;PIURA;AYABACA;SAPILLICA;-4.77937096,-79.98242159;PIURA;PIURA;DIVOPUS SULLANA;CPNP SAPILLICA;D;X;;;;;
0029;0752;PIURA;AYABACA;JILILI;-4.58342688,-79.79589446;PIURA;PIURA;DIVOPUS SULLANA;CPNP JILILI;D;X;;;;;
0059;0760;PIURA;PAITA;PAITA;-5.08647422,-81.11042915;PIURA;PIURA;DIVOPUS SULLANA;CPNP PAITA;A;;X;;;;
0060;0762;PIURA;PAITA;PAITA;-5.094664,-81.1001535;PIURA;PIURA;DIVOPUS SULLANA;CPNP CIUDAD DEL PESCADOR;B;X;;;;;
0061;0764;PIURA;PAITA;AMOTAPE;-4.88055431,-81.01596983;PIURA;PIURA;DIVOPUS SULLANA;CPNP AMOTAPE;D;X;;;;;
0063;0766;PIURA;PAITA;COLAN;-4.90669855,-81.05745131;PIURA;PIURA;DIVOPUS SULLANA;CPNP PUEBLO NUEVO DE COLAN;D;X;;;;;
0062;0767;PIURA;PAITA;COLAN;-5.00698584,-81.05667254;PIURA;PIURA;DIVOPUS SULLANA;CPNP SAN LUCAS DE COLAN;D;X;;;;;
0066;0768;PIURA;PAITA;VICHAYAL;-4.86449087,-81.07221414;PIURA;PIURA;DIVOPUS SULLANA;CPNP VICHAYAL;D;X;;;;;
0064;0770;PIURA;PAITA;LA HUACA;-4.91334217,-80.96063168;PIURA;PIURA;DIVOPUS SULLANA;CPNP LA HUACA;D;X;;;;;
0065;0772;PIURA;PAITA;TAMARINDO;-4.87978209,-80.97360444;PIURA;PIURA;DIVOPUS SULLANA;CPNP TAMARINDO;D;X;;;;;
0078;0774;PIURA;TALARA;PARIÑAS;-4.58946337,-81.25665852;PIURA;PIURA;DIVOPUS SULLANA;CPNP TALARA;A;;X;;;;
0077;0776;PIURA;TALARA;PARIÑAS;-4.57614258,-81.27634703;PIURA;PIURA;DIVOPUS SULLANA;CPNP TALARA ALTA;B;X;;;;;
0080;0778;PIURA;TALARA;LA BREA;-4.65428408,-81.30508126;PIURA;PIURA;DIVOPUS SULLANA;CPNP NEGRITOS;D;X;;;;;
0081;0780;PIURA;TALARA;LOS ORGANOS;-4.17943192,-81.12965638;PIURA;PIURA;DIVOPUS SULLANA;CPNP LOS ORGANOS;C;X;;;;;
0082;0782;PIURA;TALARA;MANCORA;-4.1066947,-81.05311791;PIURA;PIURA;DIVOPUS SULLANA;CPNP MANCORA;C;X;;;;;
8002;0783;PIURA;SULLANA;SULLANA;-4.91054252,-80.68257311;PIURA;PIURA;DIVOPUS SULLANA;CPNP EL OBRERO;B;;;;;;
0079;0784;PIURA;TALARA;EL ALTO;-4.266972,-81.213055;PIURA;PIURA;DIVOPUS SULLANA;CPNP EL ALTO;D;X;;;;;
0396;1732;HUANUCO;PUERTO INCA;PUERTO INCA;-9.37882579,-74.96695008;PUERTO INCA;PUERTO INCA;DIVOPUS PI;CPNP PUERTO INCA;A;;X;;;;
