CODIGO INEI;CODIGO CPNP;NOMBREDD;NOMBREPP;NOMBREDI;GPS;MACREGPOL/FP;REGPOL;DIVPOL/DIVOPUS;COMISARÍA;TIPO*;RURAL*;SECTORIAL*;ZONAL*;;;
1037;5014;CAJAMARCA;CAJAMARCA;NAMORA;-7.20255144,-78.32508638;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP NAMORA;D;X;;;;;
1033;5016;CAJAMARCA;CAJAMARCA;ENCAÑADA;-6.863555,-78.480422;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHANTA ALTA;E;X;;;;;
1031;5018;CAJAMARCA;CAJAMARCA;ENCAÑADA;-7.08671023,-78.34443193;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LA ENCAÑADA;D;X;;;;;
1035;5020;CAJAMARCA;CAJAMARCA;MAGDALENA;-7.25171499,-78.6565217;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP MAGDALENA;D;X;;;;;
1032;5022;CAJAMARCA;CAJAMARCA;JESUS;-7.24697688,-78.37907244;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP JESUS;D;X;;;;;
1029;5024;CAJAMARCA;CAJAMARCA;ASUNCION;-7.32412503,-78.51933494;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP ASUNCION;E;X;;;;;
1036;5026;CAJAMARCA;CAJAMARCA;MATARA;-7.25353593,-78.25823853;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP MATARA;E;X;;;;;
1030;5028;CAJAMARCA;CAJAMARCA;COSPAN;-7.42703591,-78.54241106;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP COSPAN;E;X;;;;;
1064;5030;CAJAMARCA;CONTUMAZA;CONTUMAZA;-7.36669437,-78.80691486;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CONTUMAZA;C;;X;;;;
1072;5032;CAJAMARCA;CONTUMAZA;YONAN;-7.25356639,-79.13045468;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP TEMBLADERA;C;X;X;;;;
1066;5034;CAJAMARCA;CONTUMAZA;CHILETE;-7.22173888,-78.83893031;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHILETE;E;X;;;;;
1065;5036;CAJAMARCA;CONTUMAZA;TANTARICA;-7.21321554,-78.92707393;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP EL SALITRE;E;X;;;;;
1068;5038;CAJAMARCA;CONTUMAZA;GUZMANGO;-7.38571494,-78.89649462;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP GUZMANGO;E;X;;;;;
1069;5040;CAJAMARCA;CONTUMAZA;SAN BENITO;-7.42638867,-78.926463;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SAN BENITO;E;X;;;;;
5045;5041;CAJAMARCA;CONTUMAZA;SAN BENITO;-7.607438,-78.95591;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LA PORTADA;E;X;;;;;
1067;5042;CAJAMARCA;CONTUMAZA;CUPISNIQUE;-7.34913129,-79.03021429;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP TRINIDAD;E;X;;;;;
1071;5044;CAJAMARCA;CONTUMAZA;TANTARICA;-7.3006765,-78.93310234;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP TANTARICA-CATAN;E;X;;;;;
1070;5046;CAJAMARCA;CONTUMAZA;SANTA CRUZ DE TOLED;-7.34430303,-78.83718468;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SANTA CRUZ TOLEDO;E;X;;;;;
1086;5050;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.33139051,-78.17325584;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SAN MARCOS;B;;X;;;;
1088;5052;CAJAMARCA;SAN MARCOS;ICHOCAN;-7.36451232,-78.1272327;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP ICHOCAN;E;X;;;;;
1089;5054;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;-7.25111009,-78.03688093;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP JOSE SABOGAL;D;X;;;;;
1087;5056;CAJAMARCA;SAN MARCOS;EDUARDO VILLANUEVA;-7.46168664,-78.12830399;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP EDUARDO VILLANUEVA-LA GRAMA;D;X;;;;;
1039;5060;CAJAMARCA;CAJABAMBA;CAJABAMBA;-7.62785947,-78.04387459;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CAJABAMBA;A;;X;;;;
1043;5062;CAJAMARCA;CAJABAMBA;CONDEBAMBA;-7.57616307,-78.07019245;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CAUDAY;E;X;;;;;
1040;5064;CAJAMARCA;CAJABAMBA;CACHACHI;-7.633278,-78.138967;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHUQUIBAMBA;D;X;;;;;
1044;5066;CAJAMARCA;CAJABAMBA;SITACOCHA;-7.51953066,-77.96955403;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LLUCHUBAMBA;E;X;;;;;
1042;5070;CAJAMARCA;CAJABAMBA;CACHACHI;-7.45106382,-78.27078402;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CACHACHI;E;X;;;;;
1090;5075;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.00018492,-78.8512831;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SAN MIGUEL;B;;X;;;;
1098;5080;CAJAMARCA;SAN PABLO;SAN PABLO;-7.11750483,-78.82433831;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SAN PABLO;D;X;;;;;
1092;5082;CAJAMARCA;SAN MIGUEL;CATILLUC;-6.80180503,-78.77719654;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CATILUC;E;X;;;;;
1097;5084;CAJAMARCA;SAN MIGUEL;UNION AGUA BLANCA;-7.0473136,-79.06025067;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP AGUA BLANCA;E;X;;;;;
1093;5086;CAJAMARCA;SAN MIGUEL;EL PRADO;-7.03422484,-79.01100748;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP EL PRADO;E;X;;;;;
1095;5088;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;-7.05721836,-79.09527553;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SAN GREGORIO;E;X;;;;;
1091;5090;CAJAMARCA;SAN MIGUEL;CALQUIS;-6.98005403,-78.84991583;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CALQUIS;E;X;;;;;
1094;5092;CAJAMARCA;SAN MIGUEL;LLAPA;-6.98032563,-78.80888944;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LLAPA;E;X;;;;;
1096;5094;CAJAMARCA;SAN MIGUEL;TONGOD;-6.75629553,-78.82476434;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP TONGOD;E;X;;;;;
1045;5100;CAJAMARCA;CELENDIN;CELENDIN;-6.8721075,-78.14280462;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CELENDIN;A;;X;;;;
1051;5102;CAJAMARCA;CELENDIN;SUCRE;-6.93998343,-78.13472968;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SUCRE;D;X;;;;;
1047;5104;CAJAMARCA;CELENDIN;HUASMIN;-6.83695911,-78.24504906;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP HUASMIN;E;X;;;;;
1050;5106;CAJAMARCA;CELENDIN;SOROCHUCO;-6.91255567,-78.25494392;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SOROCHUCO;D;X;;;;;
1048;5108;CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;-6.64987998,-78.23170468;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP MIGUEL IGLESIAS;E;X;;;;;
1049;5110;CAJAMARCA;CELENDIN;OXAMARCA;-7.04164819,-78.06802431;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP OXAMARCA;E;X;;;;;
1046;5112;CAJAMARCA;CELENDIN;CHUMUCH;-6.60311111,-78.20063105;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHUMUCH;E;X;;;;;
3006;5113;CAJAMARCA;CELENDIN;CORTEGANA;-6.51301098,-78.32930925;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CORTEGANA;E;X;;;;;
1052;5116;CAJAMARCA;CHOTA;CHOTA;-6.56022105,-78.65590316;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHOTA;A;;X;;;;
1056;5118;CAJAMARCA;CHOTA;COCHABAMBA;-6.47496651,-78.88594926;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP COCHABAMBA;D;X;;;;;
1058;5120;CAJAMARCA;CHOTA;HUAMBOS;-6.45249225,-78.96109312;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP HUAMBOS;E;X;;;;;
1060;5122;CAJAMARCA;CHOTA;PACCHA;-6.49705979,-78.42400849;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP PACCHA;E;X;;;;;
1059;5124;CAJAMARCA;CHOTA;LAJAS;-6.56183896,-78.73880194;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LAJAS;E;X;;;;;
1061;5126;CAJAMARCA;CHOTA;QUEROCOTO;-6.35926065,-79.03444793;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP QUEROCOTO;E;X;;;;;
1062;5128;CAJAMARCA;CHOTA;TACABAMBA;-6.39452817,-78.61376945;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP TACABAMBA;D;X;;X;;;
1063;5130;CAJAMARCA;CHOTA;CHALAMARCA;-6.50387233,-78.48009014;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHALAMARCA;E;X;;;;;
1057;5132;CAJAMARCA;CHOTA;CONCHAN;-6.44443592,-78.65537076;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CONCHAN;E;X;;;;;
1054;5134;CAJAMARCA;CHOTA;CHIGUIRIP;-6.42966797,-78.72090625;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHIGUIRIP;E;X;;;;;
1053;5136;CAJAMARCA;CHOTA;ANGUIA;-6.34190069,-78.60528817;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP ANGUIA;E;X;;;;;
1055;5138;CAJAMARCA;CHOTA;CHIMBAN;-6.25149345,-78.47827403;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHIMBAN;E;X;;;;;
1082;5140;CAJAMARCA;HUALGAYOC;BAMBAMARCA;-6.67814736,-78.51771221;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP HUALGAYOC-BAMBAMARCA;B;;X;;;;
1084;5141;CAJAMARCA;HUALGAYOC;HUALGAYOC;-6.76708447,-78.60890021;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP HUALGAYOC;D;X;;;;;
1083;5142;CAJAMARCA;HUALGAYOC;BAMBAMARCA;-6.746303,-78.529497;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LLAUCAN;E;X;;;;;
1085;5143;CAJAMARCA;HUALGAYOC;CHUGUR;-6.6705152,-78.73839375;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHUGUR;E;X;;;;;
1073;5145;CAJAMARCA;CUTERVO;CUTERVO;-6.38295781,-78.81666828;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CUTERVO;A;;X;;;;
1080;5147;CAJAMARCA;CUTERVO;SANTO TOMAS;-6.15140095,-78.68255876;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SANTO TOMAS;E;X;;;;;
1075;5150;CAJAMARCA;CUTERVO;LA RAMADA;-6.25302206,-78.57557831;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LA RAMADA;E;X;;;;;
1079;5152;CAJAMARCA;CUTERVO;SANTO DOMINGO DE LA CAPILLA;-6.24435633,-78.85508026;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LA CAPILLA;E;X;;;;;
1081;5154;CAJAMARCA;CUTERVO;SOCOTA;-6.31690761,-78.69903243;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SOCOTA;E;X;;;;;
1074;5156;CAJAMARCA;CUTERVO;CALLAYUC;-6.18102053,-78.9103141;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CALLAYUC;E;X;;;;;
1076;5158;CAJAMARCA;CUTERVO;QUEROCOTILLO;-6.27338985,-79.03862673;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP QUEROCOTILLO;E;X;;;;;
1077;5160;CAJAMARCA;CUTERVO;SAN ANDRES DE CUTERVO;-6.23881055,-78.71179;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SAN ANDRES;E;X;;;;;
1078;5162;CAJAMARCA;CUTERVO;SANTA CRUZ;-6.09492338,-78.85275206;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SANTA CRUZ DE CUTERVO;E;X;;;;;
5003;5163;CAJAMARCA;CUTERVO;CUTERVO;-6.280395,-78.959053;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SINCHIMACHE;E;X;;;;;
5002;5164;CAJAMARCA;CUTERVO;CUTERVO;-6.31879,-78.90573;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LIBERTAD NARANJITO DE CANSE;E;X;;;;;
5025;0994;LAMBAYEQUE;FERREÑAFE;CAÑARIS;-6.04670217,-79.26579936;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP CAÑARIS;D;X;;;;;
0097;1025;CAJAMARCA;JAEN;JAEN;-5.71005432,-78.80661328;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP JAEN;A;;X;;;;
0098;1028;CAJAMARCA;JAEN;JAEN;-5.83859684,-78.7570235;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP CHAMAYA;D;X;;;;;
0099;1032;CAJAMARCA;JAEN;BELLAVISTA;-5.66617223,-78.67991621;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP BELLAVISTA;B;X;X;;;;
0108;1035;CAJAMARCA;JAEN;SANTA ROSA;-5.43311796,-78.56937357;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP SANTA ROSA DE LA YUNGA;E;X;;;;;
0103;1038;CAJAMARCA;JAEN;LAS PIRIAS;-5.62807177,-78.85211025;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP LAS PIRIAS;E;X;;;;;
0102;1052;CAJAMARCA;JAEN;HUABAL;-5.61276992,-78.89925233;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP HUABAL;E;X;;;;;
0109;1055;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;-5.14599915,-78.99973088;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP SAN IGNACIO;B;;X;;;;
0112;1056;CAJAMARCA;JAEN;BELLAVISTA;-5.4506835,-78.83357423;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP TAMBORAPA;D;X;;;;;
0110;1057;CAJAMARCA;SAN IGNACIO;HUARANGO;-5.28662761,-78.80647898;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP PUERTO CIRUELO;D;;;;;;
0114;1058;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;-5.097457,-78.920748;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP SAN JOSE DE LOURDES;D;X;;;;;
0111;1059;CAJAMARCA;SAN IGNACIO;CHIRINOS;-5.30640794,-78.89794733;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP CHIRINOS;D;X;;;;;
0113;1060;CAJAMARCA;SAN IGNACIO;NAMBALLE;-5.00458129,-79.08772445;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP NAMBALLE;D;X;;;;;
7003;1061;CAJAMARCA;SAN IGNACIO;TABACONAS;-5.31631408,-79.28330476;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP TABACONAS;D;X;;;;;
0105;1062;CAJAMARCA;JAEN;PUCARA;-6.03980065,-79.12867441;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP PUCARA;B;X;X;;;;
1260;1063;CAJAMARCA;JAEN;PUCARA;-6.102498,-79.179037;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP HUACAPAMPA;E;X;;;;;
0104;1064;CAJAMARCA;JAEN;POMAHUACA;-5.93150489,-79.22997282;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP POMAHUACA;E;X;;;;;
0107;1065;CAJAMARCA;JAEN;SAN FELIPE;-5.77063168,-79.31385478;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP SAN FELIPE;D;X;;X;;;
0106;1068;CAJAMARCA;JAEN;SALLIQUE;-5.65827529,-79.31570931;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP SALLIQUE;E;X;;;;;
0100;1072;CAJAMARCA;JAEN;CHONTALI;-5.64454529,-79.08725021;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP CHUNTALI;D;X;;;;;
0101;1075;CAJAMARCA;JAEN;COLASAY;-5.97900417,-79.06866227;CAJAMARCA;CAJAMARCA;DIVPOL JAEN;CPNP COLASAY;E;X;;;;;
;5068;CAJAMARCA;CAJABAMBA;CACHACHI;-7.6553085,-78.183091;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP ARAQUEDA;E;;;;;;
0651;3475;CUSCO;CUSCO;CUSCO;-13.51473366,-71.98148224;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP CUZCO;A;;;;;;
0663;3477;CUSCO;CUSCO;SANTIAGO;-13.52426531,-71.98420578;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP SANTIAGO;A;;;;;;
0650;3480;CUSCO;CUSCO;CUSCO;-13.51903235,-71.95920657;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP TAHUANTINSUYO;B;;;;;;
0662;3482;CUSCO;CUSCO;SANTIAGO;-13.52851554,-71.98381568;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP ZARZUELA;B;;;;;;
0656;3484;CUSCO;CUSCO;CUSCO;-13.52405644,-71.99174369;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP INDEPENDENCIA;C;;;;;;
1316;3486;CUSCO;CUSCO;CUSCO;-13.52150116,-71.98794245;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP SIPASPUCYO;C;;;;;;
0658;3487;CUSCO;CUSCO;POROY;-13.49553531,-72.04182954;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP POROY;C;X;;;;;
0665;3490;CUSCO;CUSCO;WANCHAQ;-13.53233386,-71.95957045;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP WANCHAQ;A;;;;;;
0660;3495;CUSCO;CUSCO;SAN SEBASTIAN;-13.53211508,-71.9263283;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP SAN SEBASTIAN;B;;;;;;
0659;3497;CUSCO;CUSCO;SAN JERONIMO;-13.54623189,-71.88958453;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP SAN JERONIMO;B;;;;;;
0664;3502;CUSCO;CUSCO;SAYLLA;-13.57258588,-71.8256151;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP SAYLLA;C;X;;;;;
0661;3504;CUSCO;CUSCO;SANTIAGO;-13.53861194,-71.95832708;CUSCO;CUSCO;DIVOPUS CUSCO;CPNP VIVA EL PERU;C;;;;;;
0629;7552;CUSCO;LA CONVENCION;SANTA ANA;-12.85720524,-72.69680995;CUSCO;CUSCO;DIVOPUS LA CONVENCION;CPNP QUILLABAMBA;B;;;;;;
0630;7554;CUSCO;LA CONVENCION;SANTA ANA;-12.86276,-72.689148;CUSCO;CUSCO;DIVOPUS LA CONVENCION;CPNP PAVAYOC;D;X;;;;;
0631;7556;CUSCO;LA CONVENCION;SANTA ANA;-12.810095,-72.653135;CUSCO;CUSCO;DIVOPUS LA CONVENCION;CPNP HUAYANAY;E;X;;;;;
0639;7558;CUSCO;LA CONVENCION;SANTA TERESA;-13.13044465,-72.59439284;CUSCO;CUSCO;DIVOPUS LA CONVENCION;CPNP SANTA TERESA;C;X;;;;;
0635;7559;CUSCO;LA CONVENCION;HUAYOPATA;-13.00648982,-72.55337536;CUSCO;CUSCO;DIVOPUS LA CONVENCION;CPNP HUYRO;D;X;;;;;
0636;7562;CUSCO;LA CONVENCION;MARANURA;-12.96416892,-72.6651794;CUSCO;CUSCO;DIVOPUS LA CONVENCION;CPNP MARANURA;D;X;;;;;
0641;7564;CUSCO;LA CONVENCION;MARANURA;-13.0072369,-72.63415897;CUSCO;CUSCO;DIVOPUS LA CONVENCION;CPNP SANTA MARIA;D;X;;;;;
0638;7578;CUSCO;LA CONVENCION;QUELLOUNO;-12.63711792,-72.55636216;CUSCO;CUSCO;DIVOPUS LA CONVENCION;CPNP QUELLOUNO;E;X;;;;;
0637;7580;CUSCO;LA CONVENCION;OCOBAMBA;-12.87193813,-72.44755774;CUSCO;CUSCO;DIVOPUS LA CONVENCION;CPNP OCOBAMBA;E;X;;;;;
0689;3600;CUSCO;CANCHIS;SICUANI;-14.27937123,-71.22435118;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP SICUANI;A;;;;;;
0694;3602;CUSCO;CANCHIS;MARANGANI;-14.3566013,-71.1686108;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP MARANGANI;D;X;;;;;
0693;3604;CUSCO;CANCHIS;COMBAPATA;-14.10122151,-71.42938566;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP COMBOPATA;E;X;;;;;
0696;3608;CUSCO;CANCHIS;TINTA;-14.14298482,-71.40253201;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP TINTA;E;X;;;;;
0692;3610;CUSCO;CANCHIS;CHECACUPE;-14.02617286,-71.45254411;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP DE CHECACUPE;E;;;;;;
0695;3612;CUSCO;CANCHIS;PITUMARCA;-13.97989106,-71.4173442;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP PITUMARCA;E;X;;;;;
0690;3614;CUSCO;CANCHIS;SICUANI;-14.25534337,-71.22945859;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP TORCOMA;B;;;;;;
0685;3630;CUSCO;CANAS;YANAOCA;-14.214755,-71.43208;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP YANAOCA;D;X;;;;;
0686;3635;CUSCO;CANAS;KUNTURKANKI;-14.53514329,-71.30627832;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP EL DESCANSO;E;X;;;;;
0687;3636;CUSCO;CANAS;LANGUI;-14.43261559,-71.27261343;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP LANGUI;E;X;;;;;
0688;3642;CUSCO;CANAS;LAYO;-14.49224746,-71.1574129;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP LAYO;E;X;;;;;
0697;3645;CUSCO;CHUMBIVILCAS;SANTO TOMAS;-14.44809705,-72.08440231;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP SANTO TOMAS;C;X;;X;;;
0698;3648;CUSCO;CHUMBIVILCAS;VELILLE;-14.50991388,-71.88380252;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP VELILLE;D;X;;;;;
0699;3650;CUSCO;ESPINAR;ESPINAR;-14.79273584,-71.41365583;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP ESPINAR;A;;X;;;;
3012;3652;CUSCO;CHUMBIVILCAS;LIVITACA;-14.31374745,-71.68900208;CUSCO;CUSCO;DIVOPUS SICUANI;CPNP LIVITACA;E;X;;;;;
0669;3622;CUSCO;ACOMAYO;POMACANCHI;-14.03443684,-71.57052248;CUSCO;CUSCO;DIVPOL ACOMAYO;CPNP POMACANCHI;E;X;;;;;
0670;3624;CUSCO;ACOMAYO;SANGARARA;-13.94938839,-71.60529279;CUSCO;CUSCO;DIVPOL ACOMAYO;CPNP SANGARARA;E;X;;;;;
0667;3626;CUSCO;ACOMAYO;ACOPIA;-14.05740883,-71.49277563;CUSCO;CUSCO;DIVPOL ACOMAYO;CPNP ACOPIA;E;X;;;;;
0668;3628;CUSCO;ACOMAYO;MOSOC LLACTA;-14.12044456,-71.47250803;CUSCO;CUSCO;DIVPOL ACOMAYO;CPNP MOSOCLLACTA;E;X;;;;;
0700;3655;CUSCO;PARURO;PARURO;-13.76068306,-71.84950548;CUSCO;CUSCO;DIVPOL ACOMAYO;CPNP PARURO;C;X;;X;;;
0703;3657;CUSCO;PARURO;YAURISQUE;-13.66086511,-71.92305858;CUSCO;CUSCO;DIVPOL ACOMAYO;CPNP YAURISQUE;D;X;;;;;
8104;3659;CUSCO;PARURO;CCAPI;-13.85689142,-72.07737686;CUSCO;CUSCO;DIVPOL ACOMAYO;CPNP CCAPI;E;X;;;;;
0702;3660;CUSCO;PARURO;HUANOQUITE;-13.68196936,-72.01657107;CUSCO;CUSCO;DIVPOL ACOMAYO;CPNP HUANOQUITE;E;X;;;;;
0701;3662;CUSCO;PARURO;ACCHA;-13.96963024,-71.83037314;CUSCO;CUSCO;DIVPOL ACOMAYO;CPNP ACCHA;E;X;;;;;
0666;7845;CUSCO;ACOMAYO;ACOMAYO;-13.92297639,-71.67962995;CUSCO;CUSCO;DIVPOL ACOMAYO;CPNP ACOMAYO;B;;X;;;;
0655;3540;CUSCO;ANTA;ANTA;-13.46410869,-72.14426798;CUSCO;CUSCO;DIVPOL ANTA;CPNP IZCUCHACA;C;X;;;;;
0679;3541;CUSCO;ANTA;ZURITE;-13.45536535,-72.2553072;CUSCO;CUSCO;DIVPOL ANTA;CPNP ZURITE;E;X;;;;;
0678;3542;CUSCO;ANTA;PUCYURA;-13.4812832,-72.11184397;CUSCO;CUSCO;DIVPOL ANTA;CPNP PUCYURA;E;X;;;;;
0677;3543;CUSCO;ANTA;MOLLEPATA;-13.50841259,-72.52750099;CUSCO;CUSCO;DIVPOL ANTA;CPNP MOLLEPATA;E;X;;;;;
0672;3544;CUSCO;ANTA;ANCAHUASI;-13.45637795,-72.30148278;CUSCO;CUSCO;DIVPOL ANTA;CPNP ANCAHUASI;E;X;;;;;
0673;3545;CUSCO;ANTA;CACHIMAYO;-13.47952952,-72.0660691;CUSCO;CUSCO;DIVPOL ANTA;CPNP CACHIMAYO;E;X;;;;;
0674;3547;CUSCO;ANTA;CHINCHAYPUJIO;-13.63067856,-72.23568456;CUSCO;CUSCO;DIVPOL ANTA;CPNP CHINCHAYPUCYO;E;X;;;;;
