precio_pen,precio_usd,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,num_visualizaciones,fecha_pub,distrito,nivel_socioeconomico,URL,direccion_completa,latitud,longitud
2160.0,600.0,,45.0,1.0,1.0,1.0,5.0,377.0,2026-02-28,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-deptos-miraflores-y-barranco-excelente-142561198.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=39&n_pos=10,"calle garcia calderon 380 miraflores, miraflores",-12.1094707,-77.0333339
2100.0,610.0,,46.0,2.0,2.0,,0.0,67.0,2026-02-27,la victoria,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-flat-para-estrenar-areas-comunes.-sta.-148915856.html?n_src=Listado&n_pills=Piscina&n_pg=39&n_pos=11,"alberto barton 2xx, la victoria",-12.085605,-77.0240772
2256.0,650.0,380.0,60.0,1.0,1.0,1.0,3.0,166.0,2026-02-26,barranco,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-barranco-limite-miraflores-departamento-amoblado-1-50795573.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=39&n_pos=12,"ramon ribeyro, barranco",-12.132571,-77.0184547
2671.0,770.0,350.0,60.0,1.0,1.0,2.0,14.0,69.0,2026-02-25,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-lindo-departamento-amoblado-y-equipado-av-148920774.html?n_src=Listado&n_pills=Seguridad&n_pg=39&n_pos=13,"av roca y bolona miraflores, miraflores",-12.1204501,-77.0146784
5500.0,,,170.0,3.0,3.0,1.0,10.0,26.0,2026-02-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-amplio-departamento-en-av-28-de-julio-625-149054191.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=39&n_pos=14,"av 28 de julio 625, miraflores",-12.1274259,-77.0277468
19470.0,1750000.0,3169.0,632.0,4.0,4.0,4.0,13.0,75.0,2025-07-12,barranco,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-moderno-penthouse-en-venta-o-alquiler-en-barranco-146995759.html?n_src=Listado&n_pills=Ascensor&n_pg=39&n_pos=15,"bresciani, barranco",-12.152224,-77.0234659
7800.0,2300.0,1000.0,200.0,2.0,2.0,2.0,5.0,25.0,2026-02-16,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-espectacular-duplex-con-vista-a-la-huaca-147934107.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=39&n_pos=16,"elias aguirre, miraflores",-12.1145462,-77.0347273
5780.0,280000.0,400.0,87.0,1.0,1.0,1.0,2.0,38.0,2026-02-16,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-departamento-en-malecon-de-la-marina-148981936.html?n_src=Listado&n_pills=Amoblado&n_pg=39&n_pos=17,"malecon de la marina 990, miraflores",-12.1128857,-77.0494034
2200.0,656.0,,41.0,1.0,1.0,1.0,3.0,34.0,2026-02-10,la victoria,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-con-vista-espectacular-cerca-al-centro-148928213.html?n_src=Listado&n_pills=Gimnasio&n_pg=39&n_pos=18,"av paseo de la republica al 2000, la victoria",-12.1136955,-77.025541
2300.0,,,42.0,1.0,1.0,1.0,1.0,29.0,2026-02-07,barranco,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-amoblado-a1-en-barranco-al-148900508.html?n_src=Listado&n_pills=Seguridad&n_pg=39&n_pos=19,"jiron 2 de mayo 138, barranco",-12.1518213,-77.02107699999999
1600.0,,50.0,76.0,2.0,1.0,,10.0,533.0,2026-02-05,la molina,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-en-la-molina-hermoso-dpto-de-2-dorm.-y-1-bano-147854288.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=39&n_pos=20,"av flora tristan 345, la molina",-12.0713601,-76.941746
3000.0,870.0,180.0,77.0,,,,30.0,,2026-01-30,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-el-centro-de-miraflores-148820327.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=39&n_pos=21,"pasaje los pinos, miraflores",-12.1235789,-77.0305738
11760.0,3500.0,,225.0,3.0,2.0,2.0,18.0,45.0,2026-01-28,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-en-miraflores-en-malecon-cisneros-148657674.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=39&n_pos=22,"malecon cisneros 1070, miraflores",-12.1214476,-77.0422884
3700.0,1100.0,350.0,82.0,2.0,1.0,1.0,20.0,,2026-01-21,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-equipado-y-amoblado-en-148707161.html?n_src=Listado&n_pills=Amoblado&n_pg=39&n_pos=23,"calle independencia 264, miraflores",-12.1173299,-77.0323205
2100.0,625.0,200.0,37.0,1.0,1.0,1.0,0.0,103.0,2026-01-19,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-dpto-estreno-con-vista-al-mar-148694802.html?n_src=Listado&n_pills=Piscina&n_pg=39&n_pos=24,"av malecon costa sur esq con calle othon gastaneta 135, chorrillos",-12.1584081,-77.0241677
2050.0,115000.0,100.0,61.0,1.0,1.0,,42.0,241.0,2025-12-13,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-general-cordova-a-m-de-av-santa-cruz-61-m-sup2--1-148448564.html?n_src=Listado&n_pills=Ascensor&n_pg=39&n_pos=25,"av general cordova, miraflores",-12.1126587,-77.0449984
4900.0,1450.0,450.0,137.0,2.0,2.0,1.0,10.0,,2025-12-19,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-hermoso-departamento-amoblado-a-unos-pasos-de-148497359.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=39&n_pos=26,"jose larco, miraflores",-12.1255069,-77.0294354
8370.0,2500.0,850.0,215.0,3.0,2.0,2.0,15.0,51.0,2025-12-19,barranco,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-amoblado-sin-muebles-3-dorm.-143927300.html?n_src=Listado&n_pills=Amoblado&n_pg=39&n_pos=27,"maleconpaul harris 500 barranco, barranco",-12.1414618,-77.02509649999999
3100.0,900.0,430.0,74.0,1.0,1.0,1.0,4.0,34.0,2025-12-19,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-amoblado-con-muebles-de-desing-en-58957619.html?n_src=Listado&n_pills=Amoblado&n_pg=39&n_pos=28,"casimiro ulloa, miraflores",-12.124002,-77.0216877
2500.0,85000.0,,58.0,2.0,1.0,,40.0,30.0,2025-12-10,la victoria,C,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-la-victoria-148421451.html?n_src=Listado&n_pg=39&n_pos=29,"jr san cristobal 260, la victoria",-12.0734497,-77.01628989999999
1500.0,441.0,90.0,40.0,1.0,1.0,,1.0,333.0,2025-12-08,brena,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-mini-departamento-amoblado-brena-148391846.html?n_src=Listado&n_pills=Ascensor&n_pg=39&n_pos=30,"avenida bolivia brena, brena",-12.0566961,-77.0472553
3020.0,900.0,250.0,87.0,1.0,1.0,1.0,1.0,92.0,2025-11-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-1-dormitorio-amoblado-terraza-148233982.html?n_src=Listado&n_pills=Seguridad&n_pg=40&n_pos=1,"torre taggle 200, miraflores",-12.1165313,-77.0370266
3852.0,1150.0,370.0,155.0,,4.0,2.0,12.0,95.0,2025-11-08,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-miraflores-lindo-duplex-alquilo-148061232.html?n_src=Listado&n_pills=Ascensor&n_pg=40&n_pos=2,"calle atahualpa xxx, miraflores",-12.1159265,-77.030599
2275.0,650.0,300.0,36.0,1.0,1.0,,3.0,94.0,2025-10-31,barranco,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-dpto.-en-barranco-full-amoblado-147571008.html?n_src=Listado&n_pills=Gimnasio&n_pg=40&n_pos=3,"av el sol 135, barranco",-12.1396783,-77.0227407
2830.0,800.0,240.0,56.0,1.0,1.0,1.0,0.0,25.0,2025-09-26,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-de-1-dorm-semi-amoblado-147712667.html?n_src=Listado&n_pills=Piscina&n_pg=40&n_pos=4,"av ricardo palma, miraflores",-12.1225062,-77.0208304
5400.0,1550.0,890.0,243.0,3.0,3.0,2.0,12.0,105.0,2025-08-29,barranco,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-duplex-miraflores-3-dorm-y-terraza-147003190.html?n_src=Listado&n_pills=Seguridad&n_pg=40&n_pos=5,"ramon ribeyro- 28 de julio, barranco",-12.1304535,-77.0195269
3150.0,890.0,450.0,63.0,2.0,2.0,,0.0,102.0,2025-08-04,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-en-alquiler-estreno-en-miraflores-146935942.html?n_src=Listado&n_pills=Parrilla&n_pg=40&n_pos=6,"ricardo palma miraflores, miraflores",-12.1225062,-77.0208304
2669.0,795.0,364.0,53.0,1.0,1.0,1.0,0.0,134.0,2025-07-20,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-duplex-1-dorm-estreno-en-alquiler-146852501.html?n_src=Listado&n_pills=Piscina&n_pg=40&n_pos=7,"av ricardo palma miraflores, miraflores",-12.1225062,-77.0208304
2600.0,,,70.0,2.0,1.0,,8.0,,2026-05-01,san borja,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-incluye-agua-y-mantenimiento-amoblado-o-sin-149721090.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=40&n_pos=8,"alquiler incluye agua y mantenimiento |alquilo amoblado o sin amoblado |jr romero hidalgo a 2 cuadras cruce de av san luis con av san borja sur, san borja",-12.10445,-76.9934
2280.0,650.0,300.0,50.0,1.0,1.0,1.0,20.0,,2026-05-01,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-pl-alquilo-departamento-amoblado-y-equipado-en-san-149721027.html?n_src=Listado&n_pills=Piscina&n_pg=40&n_pos=9,"av javier prado oeste 1700, san isidro",-12.0943372,-77.0484707
2450.0,,220.0,67.0,1.0,1.0,1.0,0.0,,2026-05-01,lince,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-lince-estreno-parq-cesar-v-duplex-67-m-sup2--1dor-ambl-147775863.html?n_src=Listado&n_pills=Gimnasio&n_pg=40&n_pos=10,"av cesar vallejo 1170, lince",-12.0877363,-77.04332649999999
3277.0,950.0,290.0,61.0,2.0,2.0,1.0,0.0,,2026-05-01,san borja,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpt-en-san-borja-sky-park-149719859.html?n_src=Listado&n_pills=Ascensor&n_pg=40&n_pos=11,"edificio sky park san borja cruce con av san borje norte, san borja",-12.0956057,-76.9882326
1800.0,,150.0,45.0,1.0,1.0,,8.0,,2026-05-01,san miguel,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-amoblado-con-piscina-san-miguel-149719574.html?n_src=Listado&n_pills=Parrilla&n_pg=40&n_pos=12,"costanera 29, san miguel",-12.0784332,-77.1108367
2721.0,800.0,180.0,55.0,2.0,2.0,,0.0,126.0,2026-05-01,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-estreno-en-alquiler-miraflores-149534107.html?n_src=Listado&n_pills=Parrilla&n_pg=40&n_pos=13,"avenida roosevelt 5867, miraflores",-12.121328,-77.01806100000002
2625.0,750.0,250.0,52.0,1.0,1.0,1.0,18.0,,2026-05-01,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-depto-1-dormitorio-amoblado-equipado-149718052.html?n_src=Listado&n_pills=Seguridad&n_pg=40&n_pos=14,"avenida javier prado oeste 17, san isidro",-12.0951053,-77.0488906
3700.0,,280.0,115.0,4.0,3.0,1.0,17.0,28.0,2026-04-30,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-115-m-sup2--con-4-recamaras-en-149693759.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=40&n_pos=15,"calle dr carlos e ferreyros u 1044, san isidro",-12.0962132,-77.0121396
2600.0,749.0,,90.0,3.0,2.0,,40.0,,2026-04-30,jesus maria,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-89-m-sup2--con-2-habitaciones-en-149716999.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=40&n_pos=16,"av republica de chile, jesus maria",-12.0685364,-77.0382954
1900.0,110000.0,180.0,80.0,3.0,2.0,1.0,20.0,,,surco,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-surco-3-dorm.-estudio-80-m-sup2--cochera-condominio-66060484.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=40&n_pos=17,"jr corbeta la union xxx, santiago de surco",-12.1457033,-77.0073283
3700.0,1100.0,650.0,100.0,2.0,3.0,2.0,15.0,,2026-04-30,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto-amoblado-02-dorm.-100-m-sup2--cerca-149685472.html?n_src=Listado&n_pills=Amoblado&n_pg=40&n_pos=18,"av la paz, miraflores",-12.1269883,-77.0269971
2300.0,650.0,170.0,100.0,2.0,2.0,,40.0,,2026-04-30,pueblo libre,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-pueblo-libre-amoblado-dpto.-2-dorm.-2-banos-s-.2-300-145262655.html?n_src=Listado&n_pills=Amoblado&n_pg=40&n_pos=19,"jose morales alpaca, pueblo libre",-12.0834405,-77.0628337
2350.0,,200.0,80.0,3.0,2.0,1.0,2.0,,2026-04-30,san miguel,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-san-miguel-149714033.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=40&n_pos=20,"aviacion 131, san miguel",-12.0820087,-77.1040299
2400.0,,,58.0,2.0,2.0,,1.0,,2026-04-30,surco,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-surco-2-habitaciones-149713738.html?n_src=Listado&n_pills=Seguridad&n_pg=40&n_pos=21,"av paseo la castellana, santiago de surco",-12.1365996,-77.0051042
1200.0,,1.0,65.0,2.0,3.0,,12.0,242.0,2026-04-30,santa anita,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-zona-centrica-148706916.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=40&n_pos=22,"av los rosales 300, santa anita",-12.0488018,-76.96020510000001
2750.0,,300.0,83.0,3.0,2.0,1.0,7.0,,2026-04-30,san miguel,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-malecon-bertolotto-149713092.html?n_src=Listado&n_pills=Parrilla&n_pg=40&n_pos=23,"avenida malecon juan bertolotto 610, san miguel",-12.0921175,-77.08176879999999
3650.0,,1.0,100.0,3.0,2.0,1.0,0.0,155.0,2026-04-30,san borja,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-flat-de-estreno-en-zona-exclusiva-149269178.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=40&n_pos=24,"rubens 100, san borja",-12.0882981,-76.9972938
2400.0,680.0,270.0,78.0,3.0,2.0,1.0,6.0,166.0,2026-04-30,pueblo libre,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-estrene-confort-en-pueblo-libre:-dpto.-piso-19-con-149429696.html?n_src=Listado&n_pills=Gimnasio&n_pg=40&n_pos=25,"avenida brasil 1600, pueblo libre",-12.0749245,-77.05397800000001
3500.0,,250.0,114.0,4.0,3.0,1.0,18.0,20.0,2026-04-30,san borja,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-1er-piso-elevado-3dorm-01-149711075.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=40&n_pos=26,"gozzoli norte 217 san borja, san borja",-12.1012995,-77.0077685
3700.0,1100.0,330.0,62.0,2.0,2.0,1.0,0.0,48.0,2026-04-30,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquila-tu-depa-de-estreno-amoblado-de-dos-dorm.-149446908.html?n_src=Listado&n_pills=Seguridad&n_pg=40&n_pos=27,"rivera navarrete con parque andres avelino caceres, san isidro",-12.0934861,-77.0256807
1900.0,,,51.0,2.0,2.0,,4.0,16.0,2026-04-30,san miguel,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-san-miguel-con-gas-calidda-149707906.html?n_src=Listado&n_pills=Piscina&n_pg=40&n_pos=28,"jiron nicolas de pierola 140, san miguel",-12.0864919,-77.0931556
2800.0,800.0,200.0,82.0,3.0,2.0,1.0,4.0,,2026-04-29,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquila-tu-nuevo-hogar-en-magdalena-cerca-a-tu-147298982.html?n_src=Listado&n_pills=Seguridad&n_pg=40&n_pos=29,"av brasil, magdalena",-12.092078,-77.0678996
1100.0,,,65.0,2.0,1.0,,3.0,46.0,2026-04-29,ate,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-lindo-departamento-cerca-al-ovalo-de-santa-147692563.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=40&n_pos=30,"urubamba con la mar, ate vitarte",-12.0570623,-76.9608789
3700.0,1096.0,250.0,89.0,3.0,2.0,1.0,0.0,,2026-04-29,jesus maria,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-lindo-departamento-con-una-hermosa-vista-149702855.html?n_src=Listado&n_pills=Piscina&n_pg=41&n_pos=1,"avenida san felipe, jesus maria",-12.0829226,-77.0516695
2200.0,,100.0,197.0,3.0,3.0,1.0,10.0,104.0,2026-04-29,lurin,D,https://www.adondevivir.com/propiedades/clasificado/alclapin-pulpos-departamento-amoblado-en-1er-piso-de-casa-con-145065718.html?n_src=Listado&n_pills=Piscina&n_pg=41&n_pos=2,"calle las estrellas, lurin",-12.3002483,-76.8532249
3800.0,1100.0,,60.0,2.0,2.0,1.0,1.0,,2026-04-29,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-con-vista-al-mar-parque-y-ciudad-149700690.html?n_src=Listado&n_pills=Parrilla&n_pg=41&n_pos=3,"av el ejercito 2200, san isidro",-12.1079733,-77.05359659999999
3150.0,900.0,100.0,103.0,2.0,1.0,1.0,8.0,16.0,2026-04-29,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-san-isidro-alquiler-departamento-de-103-m-sup2--con-149700063.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=41&n_pos=4,"calle libertadores, san isidro",-12.1029703,-77.0376091
1200.0,,150.0,88.0,3.0,1.0,,1.0,57.0,2026-04-29,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-dpto.-1er-piso.-88-m-sup2-.-con-patio-amplio-149571088.html?n_src=Listado&n_pills=Seguridad&n_pg=41&n_pos=5,"manuel gonzalez prada 1085, comas",-11.9306796,-77.0584387
2450.0,700.0,160.0,45.0,1.0,1.0,,0.0,80.0,2026-04-29,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-navarrete-149239721.html?n_src=Listado&n_pills=Piscina&n_pg=41&n_pos=6,"av javierprado este al 500, san isidro",-34.470829,-58.5286102
1700.0,,170.0,45.0,1.0,1.0,,7.0,133.0,2026-04-29,pueblo libre,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-amplio-y-acogedor-minidepartamento-en-la-av-144411411.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=41&n_pos=7,"av brasil 1188 pueblo libre, pueblo libre",-12.0708045,-77.05048479999999
3500.0,1000.0,500.0,112.0,3.0,3.0,2.0,10.0,108.0,2026-04-28,surco,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-monterrico-149609794.html?n_src=Listado&n_pills=Ascensor&n_pg=41&n_pos=8,"jiron alonso de molina, santiago de surco",-12.1097344,-76.9695898
2450.0,700.0,,75.0,2.0,1.0,,25.0,209.0,2026-04-28,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-miraflores-alquilo-departamento-sin-amoblar-primer-59732020.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=41&n_pos=9,"pasaje los rosales100 miraflores, miraflores",-12.1289051,-77.01611009999999
2700.0,,,120.0,2.0,2.0,1.0,18.0,24.0,2026-04-28,surco,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-p-ccchacarilla-s-.2700-linda-vista-sala-149629168.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=41&n_pos=10,"canon del pato, santiago de surco",-12.1167979,-76.9924692
2550.0,750.0,450.0,50.0,1.0,1.0,1.0,20.0,,2026-04-28,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-full-amoblado-y-equipado-en-calle-ficus-zona-145476866.html?n_src=Listado&n_pills=Gimnasio&n_pg=41&n_pos=11,"ficus, san isidro",-12.0930749,-77.0395233
1605.0,475.0,,73.0,2.0,1.0,,11.0,69.0,2026-04-27,san miguel,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-73-m-sup2--2-hab-piso2-amoblado-y-149674917.html?n_src=Listado&n_pg=41&n_pos=12,"cuautemoc, san miguel",-12.065692,-77.0988858
2500.0,,250.0,80.0,3.0,2.0,1.0,10.0,,2026-04-27,san miguel,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-amoblado-en-san-miguel-149674551.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=41&n_pos=13,"av costanera 2576, san miguel",-12.0806789,-77.1072883
1850.0,549.0,170.0,45.0,1.0,1.0,,1.0,355.0,2026-04-27,jesus maria,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-45-m-sup2--1-dorm-1-bano-a-2-cuadras-av-arequipa-142901058.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=41&n_pos=14,"hermoso dpto| a 2 cuadras av arequipa por el parque de las aguas |a 3 cuadras av salaverry por el ministerio de salud, jesus maria",-12.0820686,-77.0446015
2250.0,,270.0,45.0,1.0,1.0,1.0,16.0,,2026-04-27,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-san-isidro-javier-prado-149670844.html?n_src=Listado&n_pills=Parrilla&n_pg=41&n_pos=15,"avenida javier prado oeste, san isidro",-12.0939898,-77.0460281
2750.0,800.0,290.0,55.0,1.0,2.0,1.0,26.0,,2026-04-27,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-minidepartamento-cochera-en-san-isidro-149622739.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=41&n_pos=16,"calle la florida, san isidro",-12.1022165,-77.0306479
4500.0,250000.0,250.0,158.0,3.0,3.0,2.0,9.0,33.0,2026-04-27,jesus maria,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-venta-alquiler-jesus-maria-149667787.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=41&n_pos=17,"jiron estados unidos 135, jesus maria",-12.0790769,-77.05659969999999
2800.0,800.0,300.0,80.0,2.0,2.0,,8.0,,2026-04-27,jesus maria,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-80-m-sup2--con-2-habitaciones-en-149665755.html?n_src=Listado&n_pills=Gimnasio&n_pg=41&n_pos=18,"av salaverry, jesus maria",-12.0820686,-77.0446015
2600.0,,270.0,74.0,3.0,2.0,1.0,10.0,,2026-04-27,san miguel,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-dpto-amoblado-de-3-dorm.-1-estac.-san-149665069.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=41&n_pos=19,"ca san martin, san miguel",-12.0791437,-77.1070669
7480.0,2200.0,750.0,180.0,3.0,2.0,1.0,36.0,16.0,2026-04-27,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-con-vista-al-golf-149664207.html?n_src=Listado&n_pills=Gimnasio&n_pg=41&n_pos=20,"avenida aurelio miro quesada, san isidro",-12.099211,-77.0458191
5000.0,1430.0,370.0,190.0,5.0,1.0,2.0,9.0,247.0,2026-04-27,san borja,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-remodelado-de-190-m-sup2--en-san-borja-149403874.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=41&n_pos=21,"jiron philipp von leonard, san borja",-12.1048421,-77.0100712
2000.0,,250.0,70.0,2.0,2.0,,6.0,143.0,2026-04-27,pueblo libre,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-moderno-y-centrico-departamento-cerca-la-149574390.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=41&n_pos=22,"avenida mariano h cornejo, pueblo libre",-12.0678193,-77.0696837
2000.0,,220.0,42.0,1.0,1.0,,0.0,50.0,2026-04-27,jesus maria,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-de-estreno-en-alquiler:-jesus-149449788.html?n_src=Listado&n_pills=Seguridad&n_pg=41&n_pos=23,"jrestados unidos 4xx, jesus maria",-12.0845519,-77.054969
2600.0,,240.0,62.0,2.0,2.0,,0.0,,2026-04-27,pueblo libre,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-depa-de-estreno-piso-16-con-vista-espectacular-2-dorm.-149661713.html?n_src=Listado&n_pills=Ascensor&n_pg=41&n_pos=24,"av simon bolivar, pueblo libre",-12.0724072,-77.0658263
2680.0,800.0,150.0,80.0,2.0,1.0,,6.0,15.0,2026-04-27,punta hermosa,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto.-en-alquiler-en-punta-hermosa-149333824.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=41&n_pos=25,"punta hermosa, punta hermosa",-12.302735,-76.7830867
2500.0,725.0,200.0,50.0,1.0,1.0,1.0,5.0,15.0,2026-04-26,san isidro,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-con-areas-comunes:-centrico-y-moderno-dpto-amoblado-143152471.html?n_src=Listado&n_pills=Piscina&n_pg=41&n_pos=26,"plaza padre constancio bollar 203, san isidro",-12.0934473,-77.0328439
1760.0,500.0,240.0,65.0,2.0,2.0,,15.0,145.0,2026-04-26,pueblo libre,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-2-dorm.-en-pueblo-libre-149656252.html?n_src=Listado&n_pills=Ascensor&n_pg=41&n_pos=27,"jr jose mariano arce 560, pueblo libre",-12.0687323,-77.0673516
2700.0,700.0,150.0,150.0,2.0,2.0,1.0,4.0,113.0,2026-04-26,surco,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-wong-primavera-2700soles-2dorm-150-mt.-parqueterraza-142531956.html?n_src=Listado&n_pills=Frente+a+parque&n_pg=41&n_pos=28,"wong primavera, santiago de surco",-12.1101447,-76.9783214
