mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,total_servicios_prox,total_transporte_aprox,zona_apeim_cod,categoria_crimenes_cod,precio_pen
550.0,150.0,2.0,3.0,1.0,5.0,5,0,7,1,4080.0
250.0,65.0,1.0,1.0,1.0,5.0,7,1,7,1,2500.0
550.0,125.0,2.0,2.0,2.0,9.0,8,0,7,3,3020.0
750.0,172.0,2.0,3.0,2.0,3.0,10,0,7,2,5800.0
300.0,76.0,2.0,2.0,0.0,8.0,11,0,7,1,2700.0
320.0,70.0,1.0,1.0,1.0,8.0,8,1,7,1,2400.0
280.0,51.0,2.0,2.0,1.0,0.0,1,0,7,2,3100.0
370.0,155.0,2.0,4.0,2.0,12.0,11,0,7,3,3852.0
500.0,176.0,2.0,3.0,2.0,5.0,8,0,7,1,6380.0
350.0,105.0,2.0,3.0,1.0,3.0,0,0,7,1,3122.0
,56.0,1.0,1.0,0.0,0.0,6,1,7,2,3215.0
,240.0,4.0,3.0,0.0,41.0,4,1,7,1,5175.0
520.0,160.0,3.0,2.0,2.0,3.0,1,0,7,1,5980.0
,140.0,2.0,3.0,2.0,40.0,1,0,7,2,3400.0
300.0,67.0,2.0,2.0,1.0,12.0,4,0,7,2,2800.0
280.0,71.0,1.0,2.0,1.0,6.0,15,2,7,3,2450.0
455.0,108.0,2.0,2.0,1.0,8.0,9,0,7,3,4114.0
400.0,86.0,2.0,2.0,1.0,8.0,9,0,7,3,4000.0
315.0,64.0,2.0,2.0,1.0,0.0,6,1,7,1,2670.0
250.0,90.0,2.0,2.0,2.0,3.0,9,0,7,2,4200.0
454.0,130.0,2.0,1.0,1.0,20.0,5,0,7,2,4100.0
380.0,76.0,2.0,2.0,1.0,3.0,6,0,7,2,3600.0
160.0,40.0,1.0,1.0,0.0,30.0,4,0,7,2,2318.0
450.0,105.0,2.0,3.0,0.0,4.0,5,0,7,2,3176.0
250.0,50.0,1.0,1.0,1.0,19.0,1,0,7,1,2567.0
315.0,46.0,1.0,1.0,1.0,7.0,0,0,7,1,2242.0
450.0,90.0,3.0,2.0,1.0,8.0,6,1,7,1,4440.0
350.0,62.0,2.0,2.0,1.0,3.0,0,0,7,1,3350.0
250.0,90.0,2.0,2.0,1.0,45.0,7,0,7,2,3400.0
,88.0,3.0,2.0,1.0,71.0,7,2,7,2,3000.0
,240.0,4.0,3.0,0.0,20.0,7,0,7,2,5100.0
,217.0,2.0,2.0,2.0,8.0,3,1,7,1,6800.0
1082.0,316.0,3.0,1.0,3.0,17.0,3,0,7,1,9045.0
300.0,70.0,1.0,2.0,1.0,1.0,17,2,7,3,2700.0
480.0,101.0,2.0,2.0,1.0,10.0,2,0,7,2,3200.0
510.0,127.0,3.0,3.0,2.0,7.0,10,1,7,1,6210.0
460.0,130.0,2.0,2.0,1.0,12.0,7,0,7,2,5106.0
350.0,61.0,2.0,2.0,1.0,0.0,7,0,7,2,3000.0
150.0,45.0,1.0,1.0,0.0,55.0,7,0,7,2,2400.0
500.0,128.0,2.0,2.0,1.0,15.0,3,0,7,1,6032.0
500.0,90.0,2.0,1.0,1.0,9.0,7,0,7,2,3370.0
350.0,120.0,3.0,2.0,1.0,15.0,9,0,7,2,4389.0
370.0,82.0,2.0,2.0,1.0,8.0,10,0,7,2,4100.0
600.0,300.0,3.0,4.0,1.0,11.0,7,0,7,2,7000.0
895.0,120.0,3.0,2.0,2.0,5.0,2,0,7,2,8000.0
300.0,75.0,2.0,2.0,1.0,1.0,4,0,7,2,3740.0
800.0,130.0,3.0,2.0,1.0,17.0,5,0,7,1,3795.0
280.0,60.0,1.0,1.0,1.0,12.0,9,0,7,2,2350.0
400.0,69.0,1.0,1.0,1.0,2.0,7,0,7,2,3800.0
492.0,115.0,3.0,2.0,1.0,10.0,6,0,7,1,4488.0
350.0,60.0,1.0,1.0,1.0,12.0,5,0,7,1,3000.0
520.0,103.0,2.0,2.0,2.0,3.0,1,0,7,2,4020.0
380.0,126.0,3.0,3.0,0.0,40.0,12,0,7,2,3400.0
350.0,77.0,2.0,2.0,0.0,0.0,0,0,7,2,3350.0
700.0,125.0,3.0,2.0,1.0,5.0,5,1,7,1,4603.0
320.0,70.0,2.0,1.0,1.0,7.0,11,0,7,1,3800.0
100.0,25.0,1.0,1.0,0.0,15.0,14,0,7,3,1700.0
600.0,118.0,2.0,2.0,1.0,10.0,19,1,7,4,3500.0
400.0,90.0,3.0,3.0,1.0,15.0,3,1,7,1,3620.0
500.0,93.0,2.0,2.0,1.0,2.0,5,0,7,1,4300.0
450.0,65.0,2.0,2.0,0.0,0.0,6,1,7,2,3385.0
242.0,75.0,2.0,1.0,0.0,5.0,6,1,7,1,2800.0
,100.0,3.0,2.0,1.0,0.0,0,0,7,1,4275.0
195.0,65.0,1.0,1.0,0.0,22.0,6,0,7,2,2200.0
,75.0,3.0,2.0,0.0,0.0,1,0,7,2,4500.0
350.0,120.0,2.0,2.0,1.0,7.0,5,0,7,1,5100.0
750.0,240.0,3.0,2.0,2.0,0.0,1,0,7,1,6300.0
578.0,190.0,3.0,2.0,2.0,15.0,3,0,7,1,7452.0
446.0,61.0,2.0,2.0,0.0,0.0,10,3,7,3,3169.0
450.0,160.0,3.0,3.0,2.0,8.0,0,0,7,1,8947.0
350.0,80.0,3.0,3.0,0.0,12.0,0,0,7,1,2900.0
420.0,90.0,2.0,2.0,1.0,4.0,15,2,7,3,2900.0
430.0,74.0,1.0,1.0,1.0,4.0,5,1,7,2,3100.0
300.0,110.0,3.0,2.0,1.0,4.0,4,1,7,1,4488.0
400.0,133.0,2.0,2.0,0.0,3.0,17,2,7,3,4100.0
