pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL,fecha_publicacion,fecha_publicacion_exacta,visualizaciones,inmobiliaria,antiguedad_inmueble
2,"S/ 402,000 · USD 120,000",,Jirón Paruro 254,"Lima Cercado, Lima",26 m² tot.,6 dorm.,4 baños,,https://www.adondevivir.com/propiedades/clasificado/veclcain-vendo-casa-de-115-m-sup2--en-lima-cercado-148603818.html?n_src=Listado&n_pills=Parrilla&n_pg=2&n_pos=13,Publicado hace 113 días,2026-01-08,172 visualizaciones,RE/MAX CAPITAL,14 años
2,"S/ 47,500,000",,Av. República Argentina Nº2878 - Nº2882 -,"Lima Cercado, Lima",14603 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecllcin-en-venta-amplio-local-industrial-en-cercado-de-lima-144564651.html?n_src=Listado&n_pg=2&n_pos=14,Publicado hace más de 1 año,,15 visualizaciones,GRUPO ORDESA Inmobiliaria,A estrenar
2,"S/ 239,900 · USD 69,900",,Calle Quispe Tito al 100,"San Miguel, Lima",56 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-a-la-venta-en-san-miguel-lima-149204361.html?n_src=Listado&n_pills=Seguridad&n_pg=2&n_pos=15,Publicado hace 53 días,2026-03-09,550 visualizaciones,REMAX TALENTO,A estrenar
2,"S/ 945,000 · USD 270,000",,Calle Mariscal Juan Miller 2543,"Lince, Lima",105 m² tot.,3 dorm.,3 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-flat-en-lince-lima-listo-para-mudarte!-148896120.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=2&n_pos=16,Publicado hace 83 días,2026-02-07,68 visualizaciones,REMAX PRO,1 años
2,"S/ 258,000 · USD 66,000",,Jr Carabaya 774,"Lima Cercado, Lima",25 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecllcin-local-en-galeria-plaza-san-martin-cercado-de-lima-147453910.html?n_src=Listado&n_pg=2&n_pos=17,Publicado hace 245 días,2025-08-29,60 visualizaciones,RE/MAX VISION,25 años
2,"S/ 300,000 · USD 90,000",,"Av. Lima 140, Dpto. 301, Urb. Vallecito, Arequipa - VTA","Vallecito, Arequipa",58 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-departamento-amoblado-en-av-lima-140-urb.-149149300.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=2&n_pos=18,Publicado hace 59 días,2026-03-03,455 visualizaciones,3kasas,2 años
2,"S/ 1,276,500 · USD 370,000",,"Los Medicos 17, Lima 15023, Perú","Santiago de Surco, Lima",170 m² tot.,4 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-moderno-duplex-en-surco-170-m-sup2-148543198.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=2&n_pos=19,Publicado hace 122 días,2025-12-30,37 visualizaciones,REMAX PRINCIPAL,10 años
2,"S/ 96,600 · USD 28,000",,Praderas de Lima Norte Santa Rosa,"Santa Rosa, Lima",108 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-vendo-terreno-urbano-en-santa-rosa-ancon-108-m-sup2-147187343.html?n_src=Listado&n_pills=Seguridad&n_pg=2&n_pos=20,Publicado hace 270 días,2025-08-04,75 visualizaciones,REMAX PRINCIPAL,A estrenar
2,"S/ 411,600 · USD 120,000",,"Jirón Condesuyos 499, Lima 15079, Perú","Lima Cercado, Lima",97 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-se-vende-terreno-con-agua-y-luz-149613940.html?n_src=Listado&n_pg=2&n_pos=21,Publicado hace 9 días,2026-04-22,21 visualizaciones,REMAX PRINCIPAL,A estrenar
2,"S/ 4,439,630 · USD 1,199,900",,C. San Camilo,"Lima Polo Hunt Club, Santiago de Surco",618 m² tot.,5 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-vendo-preciosa-casa-lima-polo-hunt-monterrico-surco-146328664.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=2&n_pos=22,Publicado hace más de 1 año,,92 visualizaciones,REMAX PRO,41 años
2,"S/ 536,500 · USD 145,000",,"G, 2wc3+92p, San Martín de Porres","San Martín de Porres, Lima",120 m² tot.,4 dorm.,4 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain--oportunidad-en-lima-norte!-casa-de-2-pisos-azotea-148006422.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=2&n_pos=23,Publicado hace 186 días,2025-10-27,84 visualizaciones,REMAX PRO,10 años
2,"S/ 42,700,712 · USD 11,918,049",,AV. Antigua Panamericana SUR Cerca A Esquina CON AV. SAN Pedro,"Vicente Morales, Lurín",10834 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecllcin-local-cz-en-av-antigua-panamericana-sur-lurin-lima-148367361.html?n_src=Listado&n_pills=Seguridad&n_pg=2&n_pos=24,Publicado hace 148 días,2025-12-04,,Hito Inmobiliario,A estrenar
2,"S/ 42,700,712 · USD 11,918,049",,AV. Antigua Panamericana SUR Cerca A Esquina CON AV. SAN Pedro,"Vicente Morales, Lurín",10834 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/veclniin-local-cz-en-av-antigua-panamericana-sur-lurin-lima-148367562.html?n_src=Listado&n_pills=Seguridad&n_pg=2&n_pos=25,Publicado hace 148 días,2025-12-04,,Hito Inmobiliario,A estrenar
2,"S/ 1,367,180 · USD 394,000",,Cercano a Country Club Lima y Av. Salaverry,"San Isidro, Lima",130 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-san-isidro-130-m-sup2--3-dorm.-c-bano-cuarto-de-149695720.html?n_src=Listado&n_pills=Seguridad&n_pg=2&n_pos=26,Publicado hace 2 días,2026-04-29,,DMAYO REAL ESTATE,A estrenar
2,Consultar precio,,"Av. Brasil 2347, Lima 15084, Perú","Jesús María, Lima",58 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-se-vende-hermoso-departamento-en-j.-maria-148728345.html?n_src=Listado&n_pills=Piscina&n_pg=2&n_pos=27,Publicado hace 99 días,2026-01-22,190 visualizaciones,REMAX PRINCIPAL,1 años
2,Consultar precio,,"Urb. Praderas de Lima Norte, Santa Rosa","Santa Rosa, Lima",142 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-en-el-distrito-de-santa-rosa-149244777.html?n_src=Listado&n_pg=2&n_pos=28,Publicado hace 50 días,2026-03-12,24 visualizaciones,REMAX PRINCIPAL,A estrenar
2,"S/ 1,632,000 · USD 480,000",S/ 760 Mantenimiento,"Pezet, San Isidro , San Isidro, Lima","San Isidro, Lima",180 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-departamento-en-san-isidro-148152222.html?n_src=Listado&n_pills=Gimnasio&n_pg=2&n_pos=29,Publicado hace 171 días,2025-11-11,49 visualizaciones,Jorge Salas,25 años
2,"S/ 3,019,200 · USD 888,000","S/ 1,100 Mantenimiento",Aurelio Miroquesada,"Golf, San Isidro",200 m² tot.,3 dorm.,4 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-exclusivo-departamento-flat-de-200-m-sup2--frente-al-148623715.html?n_src=Listado&n_pills=Gimnasio&n_pg=2&n_pos=30,Publicado hace 109 días,2026-01-12,170 visualizaciones,PERU SOTHEBY'S INTERNATIONAL REALTY,4 años
3,"S/ 525,000 · USD 150,000",,San Diego,"San Diego, San Martín de Porres",120 m² tot.,4 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain--oportunidad-para-tu-hogar-o-negocio-en-urb-san-diego-149444466.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=3&n_pos=11,Publicado hace 28 días,2026-04-03,186 visualizaciones,REMAX PRO,8 años
3,"S/ 9,667,969 · USD 2,818,650",,"Av. El Sol 235, Lima 15419, Perú","San Juan de Lurigancho, Lima",2967 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/veclniin-gran-local-almacen-de-2-967-m-sup2--ideal-para-149635706.html?n_src=Listado&n_pg=3&n_pos=12,Publicado hace 8 días,2026-04-23,15 visualizaciones,REMAX PRINCIPAL,35 años
3,"S/ 29,050,000 · USD 8,300,000",,Jr. Ayacucho,"Lima Cercado, Lima",562 m² tot.,,30 baños,,https://www.adondevivir.com/propiedades/clasificado/vecllcin-vta.-c.-lima-jr.-ayacucho-edifi-comercial-90717277.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=3&n_pos=13,Publicado hace más de 1 año,,58 visualizaciones,Consorcio LE Inmobiliaria,19 años
3,"S/ 5,715,000 · USD 1,500,000",,Jirón Callao 300,"Lima Cercado, Lima",1153 m² tot.,,,20 estac.,https://www.adondevivir.com/propiedades/clasificado/vecllcin-local-comercial-venta-lima-centro-historico-at.1153-145261906.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=3&n_pos=14,Publicado hace más de 1 año,,32 visualizaciones,ABUGATTAS INMOBILIARIA,55 años
3,"S/ 1,148,000 · USD 328,000",,URB.ROMA CASA 3PLANTAS MAS AIRES 2COCHERAS,"Roma, Lima Cercado",372 m² tot.,8 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-casa-en-venta-en-cercado-de-lima-urb.-roma-3plantas-147870763.html?n_src=Listado&n_pills=Seguridad&n_pg=3&n_pos=15,Publicado hace 201 días,2025-10-12,127 visualizaciones,CYLCORP INMOBILIARIA,39 años
3,"S/ 1,398,400 · USD 380,000","S/ 1,000 Mantenimiento",Playa Coral,"Coral, Asia",295 m² tot.,7 dorm.,7 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcpin-vendo-hermosa-casa-de-playa-en-condominio-coral-asia-146333974.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=3&n_pos=16,Publicado hoy,2026-05-01,80 visualizaciones,Alicia Santos [Agente Inmobiliaria],9 años
3,"S/ 1,085,000 · USD 310,000",,"C. Teniente Coronel Gustavo Escudero Otero 266, Lima 15048","Miraflores, Lima",236 m² tot.,5 dorm.,5 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-exclusivos-departamentos-en-la-aurora-miraflores-147548771.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=3&n_pos=17,Publicado hace 234 días,2025-09-09,103 visualizaciones,KAYRÓS INMOBILIARIA,A estrenar
3,"S/ 2,312,000 · USD 680,000",,JR. LIMA,"Iquitos, Maynas",269 m² tot.,15 dorm.,17 baños,,https://www.adondevivir.com/propiedades/clasificado/veclhtin-vta-hostal-operativo-2-locales-en-centro-historico-149588026.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=3&n_pos=18,Publicado hace 11 días,2026-04-20,,Consorcio LE Inmobiliaria,25 años
3,"S/ 706,000 · USD 211,000",,"José Gabriel Charriarse 1184, San Juan de Miraflores, Lima","San Juan de Miraflores, Lima",243 m² tot.,5 dorm.,5 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain--ocasion!-venta-de-casa-2-pisos-243-m-sup2--san-juan-149471125.html?n_src=Listado&n_pills=Seguridad&n_pg=3&n_pos=19,Publicado hace 24 días,2026-04-07,59 visualizaciones,Cisa Inmobiliaria Perú,A estrenar
3,"S/ 4,212,500 · USD 1,250,000",,"Altura Km 26.5 de la Panamericana Norte,","Puente Piedra, Lima",5000 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-en-venta-terreno-desde-5-000-m-sup2--en-lima-norte-147487655.html?n_src=Listado&n_pg=3&n_pos=20,Publicado hace 241 días,2025-09-02,,REMAX PRINCIPAL,A estrenar
3,"S/ 1,000,500 · USD 290,000",S/ 215 Mantenimiento,Playa Bujama alta,"Asia, Cañete",290 m² tot.,5 dorm.,5 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcpin-vendo-hermosa-casa-de-playa-de-3-pisos-en-condominio-148480279.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=3&n_pos=21,Publicado hace 135 días,2025-12-17,28 visualizaciones,Alicia Santos [Agente Inmobiliaria],1 años
3,"S/ 14,600,000 · USD 4,000,000",,Jr. Huánuco,"Lima Cercado, Lima",3511 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-vta.-c.-de-lima-jr.-huanucoterreno5-pisoszonif.-zte-90931096.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=3&n_pos=22,Publicado hace más de 1 año,,63 visualizaciones,Consorcio LE Inmobiliaria,50 años
3,"S/ 971,500 · USD 290,000",S/ 100 Mantenimiento,"Q2M3+6RX, Pje. Corsario, Lima 15067, Perú","Chorrillos, Lima",300 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-venta-de-casa-de-2-pisos-y-azotea-de-300-m-sup2--en-147974568.html?n_src=Listado&n_pills=Gimnasio&n_pg=3&n_pos=23,Publicado hace 191 días,2025-10-22,90 visualizaciones,RE/MAX CAPITAL,17 años
3,"S/ 157,920 · USD 47,000",,"Q3cf+qc5, 200 Millas, Lima 15836, Perú","Villa el Salvador, Lima",52 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/veclapin-invierte-departamento-con-vista-exterior-de-2-148448134.html?n_src=Listado&n_pg=3&n_pos=24,Publicado hace 139 días,2025-12-13,39 visualizaciones,REMAX PRINCIPAL,A estrenar
3,"S/ 269,500 · USD 77,000",,"C. 15 , Mz F Urb. Pro Lima II Etapa LOS Olivos","Pro, Los Olivos",78 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-venta-en-prolima-los-olivos-de-78-148566629.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=3&n_pos=25,Publicado hace 116 días,2026-01-05,87 visualizaciones,REMAX PRO,15 años
3,"S/ 359,200",,Se Vende Departamento en Jr. Maximiliano Velarde - Surco - Lima_bc-1006-1 / 01295,"Santiago de Surco, Lima",123 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-entidad-financiera-remata-departamento-de-tres-dorm.-149042292.html?n_src=Listado&n_pg=3&n_pos=26,Publicado hace 67 días,2026-02-23,227 visualizaciones,ROYAS Broker Inmobiliario,12 años
3,"S/ 95,000 · USD 25,000",,Manzana 6G Lote 52 La Alameda de Lima Sur Km62,"Chilca, Cañete",90 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-en-venta-chilca-la-alameda-sur-90-m-sup2-147787979.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=3&n_pos=27,Publicado hace 210 días,2025-10-03,35 visualizaciones,REMAX EXPO,A estrenar
3,"S/ 284,034 · USD 74,746",,"Condominio Los Arándanos - Paradero La Victoria, Imperial Carretera a Quilmaná, Cañete, Lima 1","Imperial, Cañete",1149 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-imperial-147790398.html?n_src=Listado&n_pills=Piscina&n_pg=3&n_pos=28,Publicado hace 209 días,2025-10-04,33 visualizaciones,Honne Inmobiliaria,A estrenar
3,"S/ 280,000 · USD 80,000",,"Calle Ordoner Vargas NUM 110 Dpto 304 - Tercer Piso URB Villa SOL Primera Etapa, Lima 15306, Perú","Los Olivos, Lima",83 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-departamento-con-ascensor-3-dorm.-urb.-148199509.html?n_src=Listado&n_pills=Seguridad&n_pg=3&n_pos=29,Publicado hace 167 días,2025-11-15,169 visualizaciones,REMAX PRO,11 años
3,"S/ 365,100",,Se Vende Local Comercial en Jr. Loreto No. 3854 - San Martin de Porres - Lima_bc-1002-1 / 01294,"San Martín de Porres, Lima",186 m² tot.,,1 baño,,https://www.adondevivir.com/propiedades/clasificado/vecllcin-entidad-financiera-vende-local-comercial-dos-pisos-149042296.html?n_src=Listado&n_pg=3&n_pos=30,Publicado hace 67 días,2026-02-23,28 visualizaciones,ROYAS Broker Inmobiliario,30 años
4,"S/ 117,950 · USD 35,000",,"Condominio Alto Bujama MZ E Lote 9 Etapa I, Mala, Cañete, Lima, Peru","Bujama, Mala",140 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-en-venta-en-condominio-alto-bujama-etapa-i-149519527.html?n_src=Listado&n_pills=Gimnasio&n_pg=4&n_pos=11,Publicado hace 18 días,2026-04-13,44 visualizaciones,REMAX TALENTO,4 años
4,"S/ 768,200 · USD 230,000",,"Playa Los Pulpos, Lurín","Lima, Lima",390 m² tot.,1 dorm.,2 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-casa-tipo-bungalow-en-esquina-playa-los-pulpos-149260639.html?n_src=Listado&n_pills=Piscina&n_pg=4&n_pos=12,Publicado hace 49 días,2026-03-13,,REMAX PRINCIPAL,15 años
4,"S/ 299,200 · USD 85,000",,Calle las Colinas de Cineguilla Mz A Lote 9,"Lima, Lima",160 m² tot.,4 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-casa-de-2-pisos-en-venta-160-m-sup2--las-colinas-148663859.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=4&n_pos=13,Publicado hace 105 días,2026-01-16,30 visualizaciones,REMAX EXPO,10 años
4,"S/ 325,000 · USD 92,500",S/ 250 Mantenimiento,Av. Las Torres al 316,"Lima, Lima",121 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-departamento-en-1er-piso-en-huachipa-149508531.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=4&n_pos=14,Publicado hace 21 días,2026-04-10,107 visualizaciones,CENTURY 21 PREMIUM,8 años
4,Consultar precio,,Av. Maria Tesoro,"Lima, Lima",2479 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-i-529-venta-de-terreno-industrial-en-zona-149339881.html?n_src=Listado&n_pg=4&n_pos=15,Publicado hace 39 días,2026-03-23,,RE Propiedades,A estrenar
