precio_pen,precio_usd,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,num_visualizaciones,fecha_pub,distrito,nivel_socioeconomico,direccion_completa,latitud,longitud,URL
3460.0,950.0,230.0,97.0,3.0,2.0,1.0,25.0,36.0,2025-06-15,san borja,A,"jiron paseo del bosque 1104, san borja",-12.0908314,-76.9857052,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-san-borja-en-paseo-del-146634786.html
3000.0,828.0,200.0,79.0,2.0,3.0,,1.0,,,miraflores,A,"av casimiro ulloa 385 miraflores, miraflores",-12.1250026,-77.0222788,https://www.adondevivir.com/propiedades/clasificado/alclapin--departamento-en-alquiler-en-miraflores!-146722510.html
3000.0,800.0,,60.0,1.0,,,0.0,,2025-06-17,lince,B,"lobaton, lince",-12.0848075,-77.0355629,https://www.adondevivir.com/propiedades/clasificado/alclapin-en-estreno-con-patio-y-gas-natural-limite-san-isidro-146698920.html
2775.0,750.0,,60.0,1.0,1.0,,5.0,,2025-06-14,miraflores,A,"av pardo 540, miraflores",-12.1188701,-77.0339223,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-acogedor-dpto-en-miraflores-146722293.html
1890.0,,130.0,100.0,3.0,2.0,1.0,9.0,183.0,2025-06-06,ate,C,"calle guadalupe 555, ate vitarte",-12.0156869,-76.89575169999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-depa-y-cochera-grande-terraza-en-ate-primer-146256940.html
48100.0,4900000.0,4400.0,650.0,4.0,4.0,4.0,0.0,370.0,,san isidro,A,"av pezet 400, san isidro",-12.1027993,-77.0421676,https://www.adondevivir.com/propiedades/clasificado/veclapin-frente-golf-san-isidro-acm-650-m-sup2--luxury-duplex-143683376.html
5800.0,1600.0,670.0,130.0,2.0,3.0,2.0,,,,miraflores,A,"malecon balta, miraflores",-12.1251193,-77.0337998,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-bello-departamento-amoblado-y-equipado-146446805.html
10000.0,2670.0,,627.0,,,,25.0,18.0,2025-05-31,comas,C,"av republica del peru 865, comas",-11.9530868,-77.05286439999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-edificio-de-4-pisos-en-comas-ubicado-en-la-av-145575738.html
6480.0,1800.0,485.0,180.0,4.0,4.0,2.0,8.0,296.0,2025-05-29,surco,A,"la floresta 300 - ocasion cerca al roosevelt 4 dormitorios!!, santiago de surco",-12.122978,-76.9856739,https://www.adondevivir.com/propiedades/clasificado/alclapin-ocasion!-alquilo-departamento-cerca-al-colegio-143638475.html
6750.0,1850.0,340.0,251.0,3.0,3.0,2.0,14.0,275.0,2025-05-29,surco,A,"alonso de molina, santiago de surco",-12.1097434,-76.9695709,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-duplex-con-terraza-en-monterrico-3-dorm.-146559359.html
2500.0,,300.0,69.0,3.0,2.0,1.0,,,,surquillo,C,"calle alfa cisne al 200, surquillo",-12.1124923,-77.0122039,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amoblado-en-la-calera-de-monterrico-146510978.html
3400.0,930.0,150.0,100.0,3.0,2.0,1.0,,,,san borja,A,"san borja, san borja",-12.097919,-77.00207689999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-amoblado-areas-verdes-a-un-paso-142705680.html
190000.0,890000.0,1200.0,200.0,3.0,3.0,1.0,0.0,294.0,2025-02-12,miraflores,A,"malecon de la reserva 900, miraflores",-12.1346299,-77.02828980000001,https://www.adondevivir.com/propiedades/clasificado/veclapin-frente-mar-miraflores-3br-3.5ba-amoblado-lujoso-145697623.html
26220.0,550000.0,600.0,240.0,4.0,4.0,1.0,25.0,431.0,2024-12-17,miraflores,A,"malecon de la reserva 500, miraflores",-12.1315235,-77.0300036,https://www.adondevivir.com/propiedades/clasificado/veclapin-luxury-oceanfront-larcomar-miraflores-4dorm.-145307777.html
24700.0,1750000.0,1600.0,540.0,3.0,4.0,1.0,8.0,233.0,2025-02-27,miraflores,A,"malecon de la reserva, miraflores",-12.1310409,-77.0317083,https://www.adondevivir.com/propiedades/clasificado/veclapin-luxury-oceanfront-penthouse-540-m-sup2--duplex-145821873.html
4995.0,1350.0,530.0,90.0,2.0,2.0,1.0,0.0,208.0,2025-06-17,miraflores,A,"calle colon 700, miraflores",-12.1301522,-77.03199219999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-larcomar-2dorm-moderno-amoblado-lujo-nuevo!-143693405.html
4500.0,,500.0,126.0,3.0,3.0,1.0,5.0,47.0,2025-06-16,surco,A,"la malva 195, santiago de surco",-12.1032462,-76.9658414,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amoblado-en-exclusivo-condominio-magna-146695889.html
2000.0,,,30.0,1.0,1.0,1.0,15.0,102.0,2025-06-15,san isidro,A,"tomas edison 188, san isidro",-12.0919671,-77.04981339999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-minidepartamento-todo-incluido-146721976.html
4580.0,1250.0,480.0,140.0,2.0,3.0,1.0,4.0,140.0,2025-06-14,surco,A,"avenida circunvalacion del golf 148 - moon duplex de lujo !!, santiago de surco",-12.0827304,-76.96817999999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-moderno-departamento-duplex!-edificio-moon!-146597111.html
4625.0,1250.0,500.0,152.0,3.0,2.0,1.0,10.0,32.0,2025-06-13,surco,A,"frente a parque | zona residencial | amoblado | edificio de 5 pisos, santiago de surco",-12.1481521,-77.0127244,https://www.adondevivir.com/propiedades/clasificado/alclapin-cerca-a-av-primavera-y-panamericana-sur-piso-3-146708753.html
7280.0,500000.0,1250.0,264.0,3.0,4.0,2.0,,,,surco,A,"cerros de camacho 1050 dpto 501, santiago de surco",-12.0814757,-76.9601898,https://www.adondevivir.com/propiedades/clasificado/veclapin-alquilo-o-vendo-lindo-departamento-con-vista-al-golf-63985229.html
4692.0,1300.0,600.0,160.0,3.0,2.0,2.0,13.0,110.0,2025-06-04,san borja,A,"calle el dorado al 100, san borja",-12.097919,-77.00207689999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-zona-tranquila-chacarilla-de-san-146617408.html
3100.0,840.0,280.0,143.0,4.0,3.0,1.0,18.0,668.0,2025-06-04,surco,A,"av velasco astete 3014, santiago de surco",-12.1363757,-76.9908933,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-duplex-143-m-sup2--cerca-a-loma-145957824.html
3500.0,950.0,500.0,122.0,2.0,2.0,1.0,,,,surco,A,"jr jacaranda, santiago de surco",-12.1230948,-76.9752457,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-primer-piso-con-jardin-146545340.html
3330.0,900.0,300.0,119.0,3.0,3.0,1.0,9.0,412.0,2025-05-23,san borja,A,"calle 27 197 san borja, san borja",-12.0960117,-76.98316990000001,https://www.adondevivir.com/propiedades/clasificado/alclapin-cerca-al-pentagonito-2do-piso-con-vista-y-terracita-146514696.html
2300.0,640.0,190.0,75.0,2.0,2.0,,12.0,306.0,2025-04-30,jesus maria,B,"av brasil al 700, jesus maria",-12.0761339,-77.0545015,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-de-75-m-sup2--en-av-brasil-146312296.html
4070.0,1100.0,350.0,135.0,1.0,1.0,1.0,,,,san isidro,A,"av javier prado oeste - cerca a wong dos de mayo, san isidro",-12.091994,-77.0418566,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-flat-amoblado-javier-prado-oeste-1dorm-con-146240970.html
1900.0,,50.0,100.0,3.0,2.0,,0.0,463.0,2025-04-09,ate,C,"av los quechuas al 1300, ate vitarte",-12.0747428,-76.9826035,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-av-los-quechuas-salamanca-de-146134977.html
4050.0,,476.0,188.0,3.0,2.0,2.0,15.0,307.0,2025-03-15,surco,A,"las dalias, santiago de surco",-12.1281379,-76.9716803,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto.-en-surco-casuarinas-sur-145959557.html
2895.0,780.0,,,,,,,25.0,2025-06-13,barranco,A,"perez roca, barranco",-12.1423061,-77.0232349,https://www.adondevivir.com/propiedades/clasificado/alclapin-exclusivo-y-moderno-dpto-en-la-mejor-zona-de-barranco-145604230.html
2200.0,125000.0,260.0,41.0,1.0,,1.0,3.0,41.0,,barranco,A,"martinto 114, barranco",-12.1411508,-77.0221186,https://www.adondevivir.com/propiedades/clasificado/veclapin-exclusivo-y-moderno-departamento-en-barranco-limite-143531528.html
3330.0,900.0,439.0,130.0,2.0,2.0,1.0,5.0,77.0,2025-06-11,miraflores,A,"balta, miraflores",-12.122486,-77.0313539,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-amoblado-con-vista-al-mar-146651959.html
2775.0,750.0,280.0,60.0,1.0,1.0,1.0,5.0,38.0,2025-06-11,miraflores,A,"calle piura, miraflores",-12.1158902,-77.0357916,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-con-balcon-146681165.html
4625.0,1250.0,500.0,120.0,2.0,2.0,1.0,7.0,45.0,2025-06-09,barranco,A,"calle san marcos 307, barranco",-12.144426,-77.0203413,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-amoblado-en-barranco-146671827.html
3204.0,890.0,300.0,110.0,3.0,3.0,1.0,15.0,,2025-06-14,miraflores,A,"calle porta cuadra, miraflores",-12.1265382,-77.0326576,https://www.adondevivir.com/propiedades/clasificado/alclapin-funcional-dpto-amoblado-en-miraflores.-146722190.html
2700.0,740.0,200.0,56.0,2.0,2.0,1.0,,,,surquillo,C,,-12.1124923,-77.0122039,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-estreno-con-dos-dorm.-limite-146468329.html
3832.0,1050.0,,166.0,3.0,3.0,1.0,4.0,26.0,2025-06-15,surco,A,"jeronimo de aliaga surco, santiago de surco",-12.1079484,-76.9769368,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-surco-primer-piso-at:-146721882.html
3240.0,900.0,600.0,88.0,2.0,2.0,1.0,,,,san isidro,A,"antequera 4xx, san isidro",-12.0953038,-77.0312748,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-depa-primer-piso-144915672.html
1900.0,,140.0,48.0,1.0,1.0,,5.0,120.0,2025-06-15,surquillo,C,"av tomas marsano 368 surquillo, surquillo",-12.1067662,-77.016817,https://www.adondevivir.com/propiedades/clasificado/alclapin-1-dormitorio-semi-de-estreno-surquillo-limite-con-145059419.html
2100.0,,220.0,54.0,2.0,1.0,,0.0,,2025-06-14,la victoria,C,"balconcillo, la victoria",-12.0781612,-77.0233415,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-moderno-departamento-en-estreno-en-la-146721131.html
2400.0,650.0,470.0,60.0,1.0,1.0,,10.0,,2025-06-15,san isidro,A,"san isidro, san isidro",-34.470829,-58.5286102,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-amoblado-en-san-isidro-146721080.html
700.0,,,30.0,1.0,1.0,,10.0,,,surco,A,,-12.122978,-76.9856739,https://www.adondevivir.com/propiedades/clasificado/alclapin-surco-monoambiente-700-soles-145533589.html
2000.0,,150.0,69.0,3.0,2.0,1.0,0.0,46.0,2025-06-14,chorrillos,B,"gorriones 235 o gaviotas 246, chorrillos",-12.1820428,-77.0064567,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-estreno-a-2-cdras-del-146486122.html
5110.0,1400.0,700.0,174.0,3.0,5.0,1.0,15.0,78.0,2025-06-17,miraflores,A,"calle jose gonzales 719, miraflores",-12.129992,-77.02583249999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-en-calle-jose-gonzales-miraflores-146426479.html
1300.0,,,120.0,3.0,2.0,,10.0,,,los olivos,C,"pariahuanca mz 28 lote 9 urb previ 3er piso, los olivos",-11.9808838,-77.0670066,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-urb.-previ-los-olivos-120-146720643.html
3400.0,940.0,360.0,68.0,2.0,2.0,1.0,2.0,,2025-06-15,miraflores,A,"choquehuanca miraflores, miraflores",-12.1102652,-77.0498896,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-amoblado-en-miraflores-146720549.html
2500.0,,250.0,60.0,2.0,2.0,1.0,6.0,,2025-06-15,surquillo,C,"calle los negocios, surquillo",-12.1050903,-77.0207903,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto-surquillo-limite-con-san-isidro-146720492.html
1200.0,,,38.0,1.0,1.0,,,,,san borja,A,,-12.097919,-77.00207689999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-san-borja-minidepartamento-1-dormitorio-1200-soles-145767438.html
900.0,,,30.0,1.0,1.0,,10.0,30.0,2025-06-18,san borja,A,,-12.097919,-77.00207689999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-san-borja-monoambiente-900-soles-incluye-servicios-146713763.html
1400.0,,,75.0,2.0,1.0,,10.0,511.0,2025-06-18,surco,A,,-12.122978,-76.9856739,https://www.adondevivir.com/propiedades/clasificado/alclapin-surco-departamento-2-dorm.-1400-soles-146478489.html
900.0,,,30.0,1.0,1.0,,10.0,193.0,2025-06-18,surquillo,C,,-12.1124923,-77.0122039,https://www.adondevivir.com/propiedades/clasificado/alclapin-surquillo-urbanizacion-la-calera-multifuncional-900-146626274.html
1200.0,,,35.0,1.0,1.0,,10.0,338.0,2025-06-18,san borja,A,,-12.097919,-77.00207689999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-san-borja-minidepartamento-1-dormitorio-1200-soles-145159835.html
1700.0,,,65.0,2.0,1.0,,10.0,258.0,2025-06-18,surquillo,C,"cerca a la avenida tomas marsano, surquillo",-12.1151385,-77.0104251,https://www.adondevivir.com/propiedades/clasificado/alclapin-surquillo-urb-sauces-departamento-con-2-dorm.-144351336.html
2534.0,700.0,300.0,121.0,1.0,1.0,1.0,10.0,38.0,2025-06-15,miraflores,A,"reducto, miraflores",-12.129976,-77.0316186,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-precioso-duplex-con-terraza-en-miraflores-143373587.html
1000.0,,,39.0,1.0,1.0,,10.0,,,surquillo,C,"cerca a la avenida villaran, surquillo",-12.1205198,-77.0015745,https://www.adondevivir.com/propiedades/clasificado/alclapin-surquillo-minidepartamento-en-1000-soles.-incluye-142057437.html
1200.0,,,40.0,1.0,1.0,,10.0,240.0,2025-06-18,miraflores,A,"cerca a la avenida arequipa, miraflores",-12.0920545,-77.0332479,https://www.adondevivir.com/propiedades/clasificado/alclapin-miraflores-departamento-en-1200-soles-142057350.html
1200.0,,,75.0,2.0,1.0,,10.0,694.0,2025-06-18,surco,A,"cerca a la universidad ricardo palma, santiago de surco",-12.1318808,-76.9797497,https://www.adondevivir.com/propiedades/clasificado/alclapin-surco-departamento-compuesto-por-2-dorm.-1200-soles-65758045.html
1300.0,,,68.0,2.0,1.0,,,,,surco,A,,-12.122978,-76.9856739,https://www.adondevivir.com/propiedades/clasificado/alclapin-surco-departamento-2-dorm.-1300-soles-146602910.html
1350.0,,,48.0,1.0,1.0,,10.0,326.0,2025-06-18,miraflores,A,"cerca a la pasteleria san antonio, miraflores",-12.1296579,-77.0239837,https://www.adondevivir.com/propiedades/clasificado/alclapin-miraflores-minidepartamento-1-dormitorio-en-1350-soles-142582936.html
3020.0,820.0,200.0,190.0,2.0,2.0,,9.0,25.0,2025-06-14,barranco,A,"jiron tumbes 308, barranco",-12.13912,-77.02108799999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-dos-dorm.-con-terraza-5to-piso-143849853.html
3780.0,1050.0,250.0,75.0,2.0,2.0,1.0,0.0,54.0,2025-06-15,barranco,A,"sol oeste, barranco",-12.1391916,-77.0241223,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-estreno-linea-blanca-completa-con-cochera-142626525.html
1800.0,494.0,200.0,30.0,1.0,1.0,,5.0,120.0,2025-06-18,jesus maria,B,"avenida talara, jesus maria",-12.0707536,-77.0449586,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-jesus-maria-146551362.html
1100.0,300.0,,47.0,2.0,1.0,,10.0,75.0,2025-06-18,ate,C,"prolongacion javier prado, ate vitarte",-12.0359771,-76.9250823,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-ate-tu-nuevo-hogar-te-146571753.html
5220.0,1450.0,,200.0,4.0,3.0,1.0,20.0,82.0,2025-06-14,surco,A,"simpatico dpto duplex amoblado / 3 dorm / santiago de surco, santiago de surco",-12.1178683,-76.9848129,https://www.adondevivir.com/propiedades/clasificado/alclapin-simpatico-dpto-duplex-amoblado-3-dorm-santiago-de-145029300.html
5760.0,350000.0,700.0,207.0,2.0,2.0,2.0,8.0,36.0,2025-06-15,san isidro,A,"los castanos, san isidro",-12.0966919,-77.0503845,https://www.adondevivir.com/propiedades/clasificado/veclapin-moderno-duplex-de-2-dorm.-con-jardin-en-los-castanos-146719464.html
800.0,,,75.0,3.0,2.0,,48.0,,2025-06-14,carabayllo,D,"las dalias urb santa isabel de carabayllo, carabayllo",-11.8777498,-77.0260412,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amplio-en-alquiler-en-sta-isabel-de-146718642.html
12670.0,3500.0,1100.0,319.0,3.0,3.0,2.0,15.0,,2025-06-13,barranco,A,"malecon paul harris 2xx dpt 101, barranco",-12.1382296,-77.0258541,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-depa-frente-mar-en-barranco-dpt-101-8-146718577.html
3020.0,820.0,180.0,90.0,2.0,2.0,,7.0,16.0,2025-06-13,barranco,A,"tumbes 310, barranco",-12.1397427,-77.02111479999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-barranco-dos-dorm.-dos-146128840.html
2700.0,,,140.0,3.0,2.0,,,,,jesus maria,B,"almagro 120, jesus maria",-12.0833521,-77.0595269,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-tipo-casa-146517056.html
9050.0,2500.0,900.0,188.0,3.0,3.0,3.0,11.0,17.0,2025-06-14,miraflores,A,"malecon de la marina 906 piso 12; esquina calle villarreal, miraflores",-12.1133621,-77.04907879999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-excelente-departamento-en-alquiler-con-3-dorm.-frente-146717876.html
6516.0,1800.0,830.0,154.0,3.0,3.0,2.0,,,,miraflores,A,"calle francia a 2 cuadras del malecon cisneros, miraflores",-12.1222588,-77.0369266,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-de-3-dorm-amoblado-a-2-cuadras-146717737.html
2000.0,550.0,,41.0,1.0,1.0,,1.0,17.0,2025-06-14,jesus maria,B,"av javier francisco mariategui 1408, jesus maria",-12.077566,-77.0503861,https://www.adondevivir.com/propiedades/clasificado/alclapin--departamento-en-alquiler!-moderno-funcional-y-con-146717690.html
3600.0,1000.0,450.0,64.0,2.0,1.0,1.0,,,,san isidro,A,"calle los lirios 100 san isidro peru, san isidro",-12.093892,-77.030491,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-amoblado-en-excelente-zona-de-san-146717637.html
4440.0,1250.0,450.0,95.0,2.0,2.0,1.0,5.0,,2025-06-17,miraflores,A,"ca colon miraflores, miraflores",-12.1292492,-77.0318009,https://www.adondevivir.com/propiedades/clasificado/alclapin-excelente-amoblado-a1-a-un-paso-de-larcomar-ideal-143572029.html
1100.0,290.0,,75.0,3.0,2.0,,7.0,23.0,2025-06-13,comas,C,"av micaela bastida, comas",-11.9291543,-77.0553592,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-condominio-sol-de-collique-146717137.html
2920.0,800.0,250.0,55.0,1.0,2.0,1.0,3.0,,2025-06-14,miraflores,A,"av el sol oeste barranco, miraflores",-12.1391916,-77.0241223,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-exclusivo-en-barranco-146717065.html
3900.0,,300.0,105.0,3.0,2.0,1.0,20.0,41.0,2025-06-16,jesus maria,B,"jiron caracas 2205 jesus maria, jesus maria",-12.0832558,-77.0552352,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto-en-primer-piso-en-excelente-ubicacion-en-145942576.html
1800.0,495.0,200.0,60.0,1.0,1.0,,2.0,,2025-06-13,barranco,A,"jiron progreso con catalino miranda, barranco",-12.1384313,-77.0147592,https://www.adondevivir.com/propiedades/clasificado/alclapin-depa-en-alquiler!-oportunidad-unica-146717019.html
800.0,,,30.0,1.0,1.0,,,,,san miguel,B,,13.4792922,-88.1779182,https://www.adondevivir.com/propiedades/clasificado/alclapin-san-miguel-1-dormitorio-800-soles-146716494.html
2600.0,716.0,,98.0,3.0,2.0,,0.0,28.0,2025-06-13,san miguel,B,"calle manuel antonio mesones muro san miguel, san miguel",-12.0774344,-77.0934137,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-estreno-y-full-equipo-146640813.html
2920.0,800.0,265.0,56.0,2.0,2.0,1.0,,,,miraflores,A,"28 de julio, miraflores",-8.0987741,-79.0207577,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto.-de-estreno-en-alquiler-2-dorm.-sin-amoblar-con-146527953.html
3080.0,,750.0,105.0,2.0,2.0,1.0,10.0,,,miraflores,A,"grau piso 3 miraflores, miraflores",-12.122486,-77.0313539,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-departamento-en-miraflores-146716305.html
4440.0,1200.0,360.0,130.0,3.0,3.0,1.0,45.0,,2025-06-14,miraflores,A,"larcomar miraflores, miraflores",-12.1319578,-77.03049159999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-departamento-con-vista-al-mar-146710991.html
2700.0,,350.0,65.0,1.0,1.0,2.0,4.0,18.0,2025-06-14,lince,B,,-12.0848075,-77.0355629,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-amoblado-en-lince-65080378.html
2500.0,,250.0,70.0,2.0,2.0,1.0,2.0,118.0,2025-06-14,surquillo,C,"av republica de panama 4077 - surquillo, surquillo",-12.1040523,-77.0184577,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-muy-bonito-con-1-estacionamiento.-146587812.html
2850.0,764.0,210.0,78.0,3.0,2.0,1.0,0.0,110.0,2025-06-13,jesus maria,B,"av brasil 2363, jesus maria",-12.0813559,-77.0586569,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-estreno-en-jesus-maria-146228539.html
1950.0,,200.0,64.0,1.0,1.0,,6.0,90.0,2025-06-13,jesus maria,B,"av 28 de julio 368, jesus maria",-12.0650732,-77.0425064,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-y-moderno-dpto-jesus-maria-146145533.html
2800.0,,520.0,90.0,3.0,3.0,1.0,8.0,107.0,2025-06-17,miraflores,A,"28 de julio con ocharan, miraflores",-12.1259995,-77.031768,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-lindo-departamento-miraflores-calle-ocharan-146673633.html
1700.0,,200.0,74.0,3.0,2.0,,10.0,47.0,2025-06-14,san miguel,B,"hermanos catari 357, san miguel",-12.0753818,-77.1001163,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-en-4to-piso-en-zona-residencial-de-146715224.html
1900.0,,200.0,74.0,3.0,2.0,1.0,10.0,26.0,2025-06-14,san miguel,B,"hermanos catari 357, san miguel",-12.0753818,-77.1001163,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-3er-piso-zona-residencial-146715154.html
3000.0,840.0,290.0,60.0,2.0,2.0,1.0,2.0,45.0,2025-06-16,san isidro,A,"avenida arequipa 2655, san isidro",-12.0916088,-77.0331624,https://www.adondevivir.com/propiedades/clasificado/alclapin-san-isidro-av-arequipa-2655-piso-15-60-m-sup2--2-146349593.html
3285.0,900.0,,170.0,2.0,3.0,1.0,25.0,,2025-06-14,miraflores,A,"calle colon 311, miraflores",-12.1266113,-77.03068189999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-exclusivo-departamento-de-170-m-sup2--en-calle-colon-146714892.html
2100.0,579.0,200.0,38.0,1.0,1.0,,10.0,,2025-06-13,miraflores,A,"calle manuel almenara - miraflores, miraflores",-12.1218166,-77.0172792,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-1-dormitorio-en-miraflores-146713887.html
3300.0,920.0,380.0,104.0,3.0,2.0,1.0,,,,lince,B,"av manco segundo 2689, lince",-12.0911185,-77.04530849999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-en-alquiler-l-lindo-departamento-con-inmejorable-146713884.html
2000.0,,180.0,79.0,3.0,3.0,1.0,10.0,16.0,2025-06-14,san miguel,B,"renan elias olivera 240, san miguel",-12.0745777,-77.09456,https://www.adondevivir.com/propiedades/clasificado/alclapin-acogedor-departamento-en-5to-piso-cercano-a-la-upc-de-146713693.html
1500.0,,300.0,80.0,1.0,1.0,,10.0,99.0,2025-06-14,miraflores,A,"calle esperanza, miraflores",-12.1204157,-77.0267396,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-en-el-corazon-de-miraflores-146713528.html
3120.0,850.0,350.0,63.0,,2.0,2.0,2.0,,2025-06-13,san isidro,A,"federico villareal, san isidro",-12.0978513,-77.0308951,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-2-dorm.-edificio-moderno-san-146540250.html
3000.0,810.0,400.0,71.0,2.0,2.0,1.0,4.0,,,san isidro,A,"av javier prado oeste n, san isidro",-12.0939898,-77.0460281,https://www.adondevivir.com/propiedades/clasificado/alclapin-en-alquiler-departamento-con-cochera-en-san-isidro-145111172.html
7400.0,2000.0,820.0,340.0,3.0,2.0,2.0,25.0,80.0,2025-06-16,miraflores,A,"roma, miraflores",41.8967068,12.4822025,https://www.adondevivir.com/propiedades/clasificado/alclapin-bello-duplex-con-vista-al-mar-en-esq-mlc.-cisneros-de-143350077.html
2450.0,,370.0,74.0,2.0,2.0,,15.0,27.0,2025-06-14,miraflores,A,"calle joaquin capello, miraflores",-12.1153509,-77.0449117,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-miraflores-s-.-2-450-negociable-146711724.html
2950.0,800.0,200.0,85.0,3.0,2.0,,10.0,,2025-06-17,pueblo libre,B,"jiron libertad 1517 pueblo libre, pueblo libre",-12.0850852,-77.06694929999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-oportunidad-unica-departamento-en-alquiler-con-146678827.html
6660.0,1800.0,,200.0,4.0,4.0,2.0,6.0,189.0,2025-06-17,miraflores,A,"general borgono miraflores, miraflores",-12.1151928,-77.033322,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-duplex-con-vista-el-parque-146192972.html
2950.0,,255.0,112.0,3.0,3.0,1.0,13.0,38.0,2025-06-18,jesus maria,B,"olavegoya 1883 jesus mari, jesus maria",-12.0803563,-77.0475275,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-de-3-dorm.-en-jesus-maria-con-146670068.html
5500.0,1500.0,680.0,141.0,3.0,2.0,1.0,10.0,,2025-06-17,san isidro,A,"av javier prado oeste 970 san isidro, san isidro",-12.0937782,-77.05833369999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-exclusivo-departamento-amoblado-de-141-m-sup2--con-146707116.html
