nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
nuestra senora de guadalupe,lima,avenida alfonso ugarte 1227,secundaria,publica - sector educacion,-12.05502,-77.04175
nuestra senora de la merced,lima,jiron perez de tudela 2474,secundaria,privada - particular,-12.03605,-77.0729
nuestra senora de las mercedes,lima,jiron maynas 540,primaria,privada - parroquial,-12.04846,-77.01722
nuestra senora de montserrat,lima,jiron conde de superunda 466,secundaria,publica - sector educacion,-12.04277,-77.03447
nuestra senora del carmelo,lima,jiron miro quesada 1533,primaria,privada - particular,-12.05215,-77.01366
nuestra senora del prado,lima,jiron junin 1411,primaria,privada - parroquial,-12.05183,-77.01496
pedro galvez egusquiza,lima,calle emilio garcia rosell 670,secundaria,publica - sector educacion,-12.06429,-77.06796
pnp cap. alipio ponce vasquez,lima,avenida sebastian lorente 769,secundaria,publica - otro sector publico,-12.05027,-77.01284
pnp tupac amaru,lima,avenida sebastian lorente 731,primaria,publica - otro sector publico,-12.04982,-77.01277
primeros trazos,lima,jiron francisco moreyra y riglos 318,inicial - jardin,privada - particular,-12.05288,-77.07844
rayito de luz,lima,avenida alejandro bertello 549,inicial - jardin,privada - particular,-12.0625,-77.06559
reina de los angeles,lima,avenida petit thouars 469,basica alternativa - avanzado,privada - particular,-12.06897,-77.03534
remar,lima,jiron camana 963,inicial - jardin,privada - instituciones beneficas,-12.05242,-77.03709
ricardo palma,lima,jiron crespo y castillo 2648,basica alternativa - avanzado,privada - particular,-12.03684,-77.07458
ruben dario,lima,jiron manuel del pino 176,basica alternativa - avanzado,privada - particular,-12.07882,-77.03577
saco oliveros,lima,jiron teodoro cardenas 457,inicial - jardin,privada - particular,-12.07729,-77.0331
saco oliveros de elio,lima,calle eugenio paredes 2448-2450,primaria,privada - particular,-12.05118,-77.07284
saco oliveros de los cipreses,lima,jiron ezequiel ossio penaranda 1812-1830,inicial - jardin,privada - particular,-12.059,-77.07825
saco oliveros de santa beatriz,lima,avenida arequipa 1268,secundaria,privada - particular,-12.07745,-77.03566
saint mark,lima,avenida aurelio garcia y garcia 1689,inicial - jardin,privada - particular,-12.05715,-77.07579
saint patrick,lima,jiron tnte aristides del carpio 1625,primaria,privada - particular,-12.05636,-77.07814
san andres,lima,avenida petit thouars 179,inicial - jardin,privada - particular,-12.06483,-77.03619
san ignacio de jesus,lima,pasaje hernan velarde 240,basica alternativa - avanzado,privada - particular,-12.06542,-77.03662
san ignacio de loyola,lima,jiron sanchez pinillos 280,primaria,privada - parroquial,-12.0483,-77.04511
san ignacio de monterrico - sidem,lima,jiron tarata 351-359,inicial - jardin,privada - particular,-12.05655,-77.01996
san jose y el nino jesus,lima,avenida belisario sosa pelaez 1408,inicial - cuna jardin,privada - particular,-12.06232,-77.06332
san pablo,lima,calle marte 443,secundaria,privada - particular,-12.0672,-77.06895
san patricio,lima,calle carlos revolledo 1036,inicial - jardin,privada - particular,-12.04853,-77.07633
santa ana,lima,jiron paruro 769,primaria,privada - parroquial,-12.04994,-77.02303
santa anita,lima,jiron mariano arredondo 2671,inicial - jardin,privada - particular,-12.0546,-77.07745
santa clara de asis,lima,jiron jauja 507,inicial - jardin,privada - parroquial,-12.04848,-77.02097
santa domitila,lima,calle santa domitila 280,inicial - cuna jardin,privada - particular,-12.06583,-77.07555
santa isabel de hungria,lima,avenida naciones unidas 1678,inicial - jardin,privada - particular,-12.05328,-77.06148
santa isabel de las americas,lima,jiron diego de la torre 1330,primaria,privada - particular,-12.03835,-77.06004
santa maria de lima,lima,calle maria parado de bellido mz g2 lote 39,inicial - jardin,privada - particular,-12.03928,-77.06267
santa maria de los angeles,lima,jiron condesuyos 536,inicial - jardin,privada - particular,-12.03825,-77.05149
santa maria reyna,lima,jiron junin 1038,primaria,privada - particular,-12.04801,-77.04046
santa patricia,lima,jiron jose felix bogado 2417,inicial - jardin,privada - particular,-12.05066,-77.07302
santa teresa de avila,lima,avenida prolongacion arica 2048,primaria,privada - particular,-12.0542,-77.06119
santa teresa de jesus,lima,jiron oropesa 180,primaria,privada - parroquial,-12.05101,-77.01181
santa teresita del instituto materno perinatal,lima,jiron cangallo 550,inicial - cuna jardin,publica - otro sector publico,-12.05299,-77.02197
santa zoila,lima,jiron huanta 1011,primaria,privada - particular,-12.05392,-77.02327
santiago antunez de mayolo,lima,avenida washington 1232,basica alternativa - avanzado,privada - particular,-12.05502,-77.0396
santisima trinidad,lima,jiron holanda 2456,inicial - jardin,privada - parroquial,-12.05127,-77.0644
santisima virgen del rosario de yauca,lima,jiron jose eugenio paredes 2575,inicial - jardin,privada - particular,-12.0512,-77.07221
santisimo salvador,lima,jiron ancash 880,primaria,privada - parroquial,-12.04765,-77.022
santo angel,lima,jiron jose diaz 374,inicial - jardin,privada - particular,-12.05272,-77.0674
santo tomas de aquino,lima,calle rinconada de santo domingo 209,secundaria,privada - particular,-12.04303,-77.03274
sapiens,lima,avenida garcilaso de la vega 1592,basica alternativa - avanzado,privada - particular,-12.06112,-77.03807
senor de la misericordia,lima,jiron junin 1458,primaria,privada - parroquial,-12.05193,-77.01502
senor de los milagros,lima,avenida inca garcilazo de la vega 1584,basica alternativa - avanzado,privada - particular,-12.0607,-77.03801
senor de luren,lima,jiron crespo y castillo 2401,inicial - jardin,privada - particular,-12.03663,-77.07231
simon bolivar,lima,jiron santa justina s/n,secundaria,publica - sector educacion,-12.0618,-77.06906
suenos de nino,lima,jiron pedro davalos lisson 154,primaria,privada - particular,-12.05151,-77.03947
teresa de calcuta en trinidad,lima,jiron gualberto guevara 587,primaria,privada - particular,-12.05125,-77.06657
trento colonial,lima,avenida oscar r. benavides / ex- colonial 2443,secundaria,privada - particular,-12.04977,-77.07341
trilce de roma,lima,calle emilio fernandez 641 - 649,primaria,privada - particular,-12.07279,-77.03221
victor andres belaunde,lima,jiron chota 855,inicial - jardin,privada - particular,-12.05054,-77.04076
virgen de la medalla milagrosa,lima,jiron eduardo terry 1540,primaria,privada - particular,-12.04353,-77.0619
virgen de medjugorje,lima,jiron carlos larrabure y correa 2591,inicial - jardin,privada - particular,-12.05281,-77.07565
virgen del rosario,lima,jiron ancash 1532,inicial - jardin,privada - particular,-12.04475,-77.01186
virgo potens,lima,jiron puno 1731,secundaria,publica - en convenio,-12.055,-77.01568
vision mundial,lima,carretera via evitamiento km.4.5 mz l lote 1-2,primaria,publica - sector educacion,-12.0327,-77.0107
warma kuyay,lima,jiron perez de tudela cdra 24 s/n,inicial - jardin,publica - sector educacion,-12.03603,-77.07264
madre esperanza de jesus,lima,jiron comandante torres paz 935,primaria,privada - particular,-12.07326,-77.0315
trilce santa beatriz,lima,avenida arequipa 1381,secundaria,privada - particular,-12.07837,-77.03519
2062 andres avelino caceres,ancon,jiron loa 825,primaria,publica - sector educacion,-11.77575,-77.1711
2066 almirante miguel grau,ancon,avenida los eucaliptos s/n,primaria,publica - sector educacion,-11.7835,-77.15962
3069 generalisimo jose de san martin,ancon,avenida julio c tello 1ra cuadra s/n,secundaria,publica - sector educacion,-11.77464,-77.16463
3098 cesar vallejo,ancon,avenida b s/n,primaria,publica - sector educacion,-11.81321,-77.1353
330,ancon,calle loa 160,inicial - jardin,publica - en convenio,-11.77474,-77.17255
352 virgen de la merced,ancon,carretera pan zona 12 s/n,inicial - jardin,publica - sector educacion,-11.78184331,-77.16175765
3721 santa rosa,ancon,avenida las colinas s/n,primaria,publica - en convenio,-11.77515,-77.16876
388 los rosales,ancon,carretera pan norte s/n,inicial - jardin,publica - sector educacion,-11.81248,-77.13506
5175 manuel arevalo caceres,ancon,calle 34 s/n mz b lote 8,primaria,publica - sector educacion,-11.8157,-77.13267
5183 carlos manuel cox,ancon,carretera panamericana s/n,primaria,publica - sector educacion,-11.80875,-77.13455
591 carlos manuel cox,ancon,carretera panamericana s/n,inicial - jardin,publica - sector educacion,-11.81014,-77.13273
594 jesus amigo,ancon,calle 33 s/n mz b8 lote 2,inicial - jardin,publica - sector educacion,-11.81593,-77.13313
596,ancon,avenida las colinas parq 4 s/n,inicial - jardin,publica - sector educacion,-11.77914,-77.17272
614 amiguitos del saber,ancon,avenida e y calle 78 s/n,inicial - jardin,publica - sector educacion,-11.81499,-77.14061
615 senor de los milagros,ancon,calle 4 s/n,inicial - jardin,publica - sector educacion,-11.7755,-77.16051
8193,ancon,avenida los duraznos s/n,secundaria,publica - sector educacion,-11.73068,-77.14243
898,ancon,avenida los duraznos s/n,inicial - jardin,publica - sector educacion,-11.73068,-77.14243
adesa,ancon,avenida b y d s/n,inicial - jardin,privada - particular,-11.8139,-77.13652
ancon school,ancon,mz g lote 2,primaria,privada - particular,-11.77988646,-77.16150595
carlos gutierrez merino,ancon,jiron loa 875,secundaria,publica - sector educacion,-11.7758,-77.17089
cientifico scholl,ancon,mz 59 lote 18,primaria,privada - particular,-11.7364295,-77.1435173
claret school,ancon,calle 2 s/n mz d lote 15,primaria,privada - particular,-11.76714,-77.15958
colonia de ancon 01 ninas,ancon,playa las conchitas s/n,primaria,publica - en convenio,-11.74914,-77.16815
colonia de ancon 02 ninos,ancon,playa las conchitas s/n,primaria,publica - en convenio,-11.75099,-77.1691
david ausubel,ancon,avenida los linos s/n mz 143 lote 05 etapa i,primaria,privada - particular,-11.7382894,-77.1446293
dios es amor,ancon,mz d lote 5-6,primaria,privada - particular,-11.81158,-77.13126
divino nino jesus de ancon,ancon,mz w lote 08,inicial - jardin,privada - particular,-11.77343,-77.16874
el buen pastor de ancon,ancon,avenida ica s/n mz 51-16,inicial - jardin,privada - particular,-11.73654,-77.14251
el carmelo,ancon,mz a lote 1-2,inicial - jardin,privada - particular,-11.77154,-77.17201
emiliano ezcurra carpio,ancon,mz c lote 6,inicial - jardin,privada - particular,-11.78143,-77.16015
hight bruner school,ancon,mz a lote 06,inicial - jardin,privada - particular,-11.8529262,-77.04248862
ingenieros school,ancon,mz 141 lote 1-8,inicial - jardin,privada - particular,-11.7334166,-77.1520277
jesus divino maestro,ancon,mz n6 lote 12,primaria,privada - particular,-11.81639,-77.13948
jesus el nazareno de villas de ancon,ancon,mz 103 lote 2-19,primaria,privada - particular,-11.73656,-77.1459
jose maria arguedas,ancon,carretera panamericana norte km. 39.50,basica alternativa - avanzado,publica - sector educacion,-11.81208,-77.11819
la catolica high school,ancon,mz h-7,inicial - jardin,privada - particular,-11.81124,-77.13553
los angeles de dios,ancon,mz c4 lote 16 17 sector los rosales,inicial - jardin,privada - particular,-11.81394,-77.13184
mariscal andres avelino caceres,ancon,centro penitenciario piedras gordas,basica alternativa - avanzado,publica - sector educacion,-11.81047,-77.12231
miguel grau seminario,ancon,avenida arica s/n mz z lote 2,primaria,privada - particular,-11.77545,-77.16957
my. ep marko jara schenone,ancon,mz r lote 01,inicial - jardin,privada - particular,-11.81404,-77.12510939
newton de ancon,ancon,avenida 11 de enero mz 17 lote 9 10 villas de ancon,inicial - jardin,privada - particular,-11.7394,-77.14426
nuestra senora de la paz,ancon,calle amazonas s/n,inicial - jardin,publica - sector educacion,-11.74277,-77.15628
nuestro maravilloso mundo de ancon,ancon,calle los industriales mz 50 lote 14-15,inicial - jardin,privada - particular,-11.73801,-77.13861
pacifico college,ancon,"mz 28 lote 2,8 y 9",inicial - jardin,privada - particular,-11.76748,-77.17104
republica federativa del brasil,ancon,mz k-2 lote 16 sector ii,inicial - jardin,privada - particular,-11.81592,-77.13629
sagrada familia apova,ancon,calle ica s/n,inicial - jardin,publica - sector educacion,-11.74475,-77.1464
san ambrosio de milan,ancon,calle 1 s/n mz h lote 11,inicial - jardin,privada - particular,-11.77775,-77.16767
san ignacio de la paz,ancon,"calle bellavista s/n mz 118 lote 11,12,21 y 22",secundaria,privada - particular,-11.7327361,-77.1471955
san marcos de ancon,ancon,mz i-1 lote 06,inicial - jardin,privada - particular,-11.81218,-77.13543
san martin i,ancon,calle 4 mz j,inicial - jardin,publica - sector educacion,-11.78055,-77.16567
san roque de villas de ancon,ancon,"mz 157 lote 1-2, 26-28",inicial - jardin,privada - particular,-11.73376,-77.14381
santa rosita,ancon,mz x lote 05,primaria,privada - particular,-11.77463,-77.16907
santa teresita de ancon,ancon,mz d lote 12,primaria,privada - particular,-11.7798,-77.1727
sol naciente de maria,ancon,mz w lote 07,inicial - jardin,privada - particular,-11.77392,-77.16886
mi dulce jesus,ancon,calle chulucanas s/n mz 42 lote 2 - 3,primaria,privada - particular,-11.7404665,-77.1577578
jerome bruner,ancon,calle celendin s/n mz 115 lote 24,inicial - jardin,privada - particular,-11.73196,-77.14617
blue house miss joanny,ancon,mz n2 lote 22 etapa i sector 1-2,inicial - jardin,privada - particular,-11.81402,-77.13896
misericordioso jesus,ancon,mz m-3 lote 28,inicial - jardin,privada - particular,-11.81429489,-77.13839012
rey altisimo,ancon,mz g 1 lote 15,inicial - jardin,privada - particular,-11.81352,-77.13383
santa maria del camino,ancon,mz 2 lote 1 sector villa de ancon,basica alternativa - avanzado,privada - particular,-11.7492917,-77.1512444
santiago antunez de mayolo - inicial,ancon,mz j lote 8 - 11,inicial - jardin,privada - particular,-11.7769404,-77.16707093
209 melva cedilia rojas aliaga,ate,iinmigrantes de chincho s/n mz j,inicial - jardin,publica - sector educacion,-12.0473,-76.91869
nuevo mundo,ate,mz i lote 16,inicial - jardin,publica - sector educacion,-12.04059,-76.90498
villa progreso,ate,jiron huari s/n mz d lote 6,inicial - jardin,privada - particular,-12.00744,-76.833
dulce amanecer,ate,pasaje grupo j lote 11,inicial - jardin,publica - sector educacion,-12.02367,-76.83707
nino jesucito,ate,horacio zeballos g. mz f lote 11,inicial - jardin,publica - sector educacion,-12.024,-76.83452
divino nino,ate,24 de setiembre,inicial - jardin,publica - sector educacion,-12.02713,-76.83192
1279,ate,avenida prolongacion 15 de julio s/n zona r,primaria,publica - sector educacion,-12.03113,-76.82122
185 senor de los milagros,ate,calle 11 lote 32,inicial - jardin,publica - sector educacion,-12.01815,-76.81286
angelitos del saber,ate,asociacion de vivienda luz de vivir,inicial - jardin,publica - sector educacion,-12.02114,-76.82681
jose ingenieros,ate,avenida jose carlos mariategui lote 8-9 zona p,secundaria,privada - particular,-12.01462,-76.81691
san francisco de asis,ate,area de servicios n 9 lote 4 zona g,secundaria,privada - parroquial,-12.02141,-76.82063
santa rosita i,ate,calle ancash s/n lote 62 etapa iii zona t,inicial - jardin,publica - sector educacion,-12.02803,-76.80758
yachay wasi,ate,ucv organizacion talleres de vivienda santa rosa lote 83 etapa iii zona s,inicial - jardin,publica - sector educacion,-12.02832,-76.80484
el nino emanuel,ate,avenida 15 de julio - huaycan mz 1-j lote 4,primaria,privada - particular,-12.03073,-76.82099
1257 reino unido de gran bretana,ate,calle siete s/n zona d,primaria,publica - sector educacion,-12.01972,-76.82682
187,ate,huaycan / arenero huaycan zona d,inicial - jardin,publica - sector educacion,-12.01887,-76.82621
interactiva cesar vallejo,ate,ucv 84 lote 51-46 zona e,primaria,privada - particular,-12.01833,-76.82287
nino jesus,ate,ucv zona m casa biohuarto nueva esperanza lote 5,inicial - jardin,publica - sector educacion,-12.02368,-76.81606
seleccion a de ate,ate,mz a lote 14,primaria,privada - particular,-12.0281,-76.93807
innova schools - ate mayorazgo,ate,"avenida javier prado parcela m2 del lote 6, sub 1 s/n mz b lote a",inicial - jardin,privada - particular,-12.0432,-76.93305
san basilio,ate,avenida las palmas 140 mz r-1 lote 28-29 etapa i,inicial - jardin,privada - particular,-12.0601,-76.94101
6039 fernando carbajal segura,ate,"avenida marginal,cdra. 1, el carmen de monterrico s/n",inicial - jardin,publica - sector educacion,-12.08358,-76.98193
salamanca college,ate,calle cosme y bueno 175,inicial - jardin,privada - particular,-12.07595,-76.98154
mi pequeno mahatma gandhi,ate,calle rosacruces 151-153,inicial - jardin,privada - particular,-12.02545,-76.90257
angelitos de san juan,ate,pasaje los naranjos s/n mz l lote 9,inicial - jardin,publica - sector educacion,-12.01742,-76.87125
las gardenias,ate,mz d lote 9,inicial - jardin,publica - sector educacion,-12.01465,-76.87034
