nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
020 madre teresa de calcuta,la victoria,avenida mexico 2048,inicial - jardin,publica - sector educacion,-12.06987566,-77.00458994
055,la victoria,jiron victor alzamora 354,inicial - jardin,publica - sector educacion,-12.06383,-77.00801
093 manuela felicia gomez,la victoria,jiron mendoza merino 522,secundaria,publica - sector educacion,-12.06295,-77.02357
1030 republica de bolivia,la victoria,avenida 28 de julio 1443,secundaria,publica - sector educacion,-12.06293,-77.02867
104 virgen de la puerta,la victoria,avenida isabel la catolica 850,inicial - jardin,publica - sector educacion,-12.06981,-77.02453
109 san jose,la victoria,jiron hector arellano 298,inicial - jardin,publica - sector educacion,-12.07649,-77.01281
1105 la sagrada familia,la victoria,jiron unanue 990,secundaria,publica - sector educacion,-12.06632,-77.02097
1107 javier prado,la victoria,avenida prolongacion cangallo 483,primaria,publica - sector educacion,-12.06295,-77.02107
1110 republica de panama,la victoria,avenida bausate y meza 328,basica alternativa - avanzado,publica - sector educacion,-12.06478,-77.03003
1111 jose antonio encinas,la victoria,avenida sebastian barranca 1755,primaria,publica - sector educacion,-12.06615,-77.01139
1112 victor andres belaunde,la victoria,avenida san eugenio 600,primaria,publica - sector educacion,-12.08435,-77.01979
1117 andres avelino aramburu,la victoria,avenida jose galvez 899,primaria,publica - sector educacion,-12.06925,-77.03136
1119 nuestra senora del rosario de fatima,la victoria,jiron abtao 1101,inicial - jardin,publica - sector educacion,-12.07034,-77.02166
1120 pedro adolfo labarthe effio,la victoria,avenida mexico 2048,basica alternativa - avanzado,publica - sector educacion,-12.06987566,-77.00458994
1123 sagrado corazon de jesus,la victoria,jiron raimondi cdra 9,primaria,publica - sector educacion,-12.05946,-77.02064
1127 lincoln,la victoria,jiron rodolfo espinar 112,primaria,publica - sector educacion,-12.07061,-77.00867
1129 corazon de jesus,la victoria,parque federico barreto s/n,inicial - jardin,publica - sector educacion,-12.07916,-77.01963
1131 romulo adrian cordova huaman,la victoria,jiron francisco rivas 980,primaria,publica - sector educacion,-12.07319,-77.01943
1201 paul harris,la victoria,jiron francia 1165,secundaria,publica - sector educacion,-12.07056,-77.01859
122 el eden,la victoria,pasaje margarita vargas s/n,inicial - jardin,publica - sector educacion,-12.06157,-77.00661
123 paul harris,la victoria,avenida prolongacion italia 1090,inicial - jardin,publica - sector educacion,-12.06983,-77.01862
501 monsenor damaso lebergere,la victoria,avenida la cumbre s/n,inicial - jardin,publica - sector educacion,-12.06523,-77.00175
56 nuestra senora maria auxiliadora,la victoria,calle julio rivero 393,inicial - jardin,publica - sector educacion,-12.07378,-77.0065
abraham lincoln,la victoria,jiron rodolfo espinar 165,primaria,privada - particular,-12.07059,-77.00764
angeles de belen,la victoria,prolongacion parinacochas 255,inicial - jardin,privada - particular,-12.05974,-77.01815
angelica palma roman,la victoria,calle mariano aragonez 220,secundaria,publica - sector educacion,-12.07477,-77.0191
antonio cavoli,la victoria,jiron antonio de la guerra 310,inicial - jardin,privada - particular,-12.08078,-77.02086
aprendiendo juntos,la victoria,lote 56,inicial - jardin,privada - particular,-12.06704,-76.99986
assiri,la victoria,jiron enrique barreda 185,primaria,privada - particular,-12.07523,-77.00961
buena esperanza,la victoria,avenida prolongacion parinacochas 549,primaria,privada - particular,-12.06367,-77.01754
buonarroti,la victoria,calle max gonzales olaechea 230-244,inicial - jardin,privada - particular,-12.08379,-77.02421
caritas felices del manana,la victoria,calle alejandro villanueva 123,inicial - jardin,privada - particular,-12.07335,-77.01032
casita de sorpresa,la victoria,jiron mariano pacheco 1055,inicial - jardin,privada - particular,-12.08378,-77.016
cesar a. vallejo,la victoria,avenida mexico 2087,inicial - jardin,publica - sector educacion,-12.06814,-77.00651
chiquilandia,la victoria,avenida aviacion 1814,inicial - jardin,privada - particular,-12.08086,-77.00699
chiquilandia kindergarden,la victoria,avenida aviacion 1830,inicial - jardin,privada - particular,-12.08084,-77.00695
corazon de maria del rosario,la victoria,parque union panamericana 373,inicial - jardin,privada - particular,-12.07545,-77.02211
corporacion reyna sofia s.a.c.,la victoria,calle alberto montellanos 157,inicial - jardin,privada - particular,-12.07284,-77.01
cristo milagroso,la victoria,calle los diamantes 401,secundaria,privada - particular,-12.07858,-77.02088
cristo morado,la victoria,pasaje los mochicas 626,inicial - jardin,privada - particular,-12.06562,-77.00541
cruz saco de balconcillo,la victoria,jiron los diamantes 172,secundaria,privada - particular,-12.07916,-77.02316
deportivo experimental julia sanchez deza,la victoria,avenida 28 de julio 1699,primaria,publica - otro sector publico,-12.06246,-77.02497
diego thompson,la victoria,jiron alejandro villanueva 195,inicial - jardin,privada - particular,-12.07307,-77.00952
el principito,la victoria,calle jorge salazar 123-127,inicial - jardin,privada - particular,-12.08418,-77.00772
gotitas del rocio,la victoria,calle francisco grana 230,inicial - jardin,privada - particular,-12.08277,-77.01115
gral felipe santiago salaverry,la victoria,jiron manuel cisneros 595,secundaria,publica - sector educacion,-12.06739,-77.02131
guillermo almenara irigoyen,la victoria,matute,inicial - cuna jardin,privada - particular,-12.06096,-77.02238
hermasia paget,la victoria,avenida jose galvez 989,inicial - cuna jardin,publica - sector educacion,-12.06964,-77.0313
huellitas,la victoria,avenida canada 1063,primaria,privada - particular,-12.08265,-77.01492
jardin santa ana,la victoria,calle enrique cipriani s/n mz j-7 lote 22,inicial - jardin,privada - particular,-12.0853514,-77.01100602
jesus salvador,la victoria,jiron las turquesas 355,secundaria,privada - particular,-12.07924,-77.0247
la merced,la victoria,jiron prlg la mar 752,inicial - jardin,privada - particular,-12.0667,-77.01936
luceritos del futuro,la victoria,pasaje virrey luis de velasco 1956,inicial - jardin,privada - particular,-12.06803,-77.00862
luz de maria,la victoria,jiron los topacios 416,inicial - jardin,privada - particular,-12.07705,-77.02478
mi pequeno einstein,la victoria,avenida manco capac 730,inicial - jardin,privada - particular,-12.06749,-77.02885
mi sagrado corazon de jesus,la victoria,jiron tres de febrero 1324,inicial - jardin,privada - particular,-12.07394,-77.00863
monsenor marcos libardoni,la victoria,jiron 3 de febrero 1073,secundaria,privada - parroquial,-12.0716,-77.00943
ninos de jesus,la victoria,avenida las americas 439,inicial - jardin,privada - particular,-12.0781,-77.02458
nuestra senora de la asuncion,la victoria,prlg parinacochas 338,inicial - jardin,privada - particular,-12.06089,-77.01815
nuestra senora de la pasion,la victoria,avenida aviacion 1840,inicial - jardin,privada - particular,-12.08101,-77.0067
nuestra senora de los angeles,la victoria,calle las esmeraldas 444,primaria,privada - particular,-12.08062,-77.02461
nuestra senora del pilar,la victoria,avenida esteban campodonico 685,inicial - jardin,privada - particular,-12.08869,-77.02041
nuestra senora del rosario de yauca,la victoria,avenida 28 de julio 3196,primaria,privada - particular,-12.06051,-77.00736
pequenos talentos,la victoria,jiron pietro vittorelli 187,primaria,privada - particular,-12.08324,-77.01115
rafael hoyos rubio,la victoria,avenida las americas 410,secundaria,privada - particular,-12.0785,-77.02455
regina decor carmeli,la victoria,jiron los jaspes 118-120,inicial - jardin,privada - particular,-12.07571,-77.02464
reina de las americas,la victoria,parque union panamericana s/n,primaria,privada - parroquial,-12.07699,-77.02213
rosa dominga perez liendo,la victoria,jiron francisco almenara 432,secundaria,publica - sector educacion,-12.08564,-77.02115
saco oliveros de la victoria,la victoria,calle belgica 654,secundaria,privada - particular,-12.07358,-77.02558
sagrada familia,la victoria,jiron garcia naranjo 1080,inicial - jardin,privada - particular,-12.06061,-77.0193
saint nicholas,la victoria,calle jorge valdeavellano 280 mz o-7 lote 10 sector 7,primaria,privada - particular,-12.08608,-77.01065
san idelfonso,la victoria,jiron renovacion 437,primaria,privada - particular,-12.06339,-77.02693
san jose obrero,la victoria,avenida bausate y meza 2006,secundaria,privada - parroquial,-12.06205764,-77.00867918
san jose y el redentor,la victoria,avenida isabel la catolica 1250,secundaria,privada - particular,-12.06889,-77.0175
san norberto,la victoria,avenida santa catalina 450,primaria,privada - parroquial,-12.08507,-77.01842
san ricardo,la victoria,jiron abtao 1200,inicial - jardin,privada - parroquial,-12.07178,-77.02179
santa bernardita,la victoria,jiron hector arellano 221,inicial - cuna jardin,publica - sector educacion,-12.07618,-77.01391
santa teresa,la victoria,italia 1916,secundaria,privada - particular,-12.07141854,-77.00912858
senor de gualamita,la victoria,pasaje las collas 641,inicial - jardin,privada - particular,-12.06611,-77.00563
senor de justicia y san daniel comboni,la victoria,jiron garcia naranjo 1106,inicial - jardin,privada - particular,-12.06062,-77.01904
unimundo,la victoria,avenida esteban campodonico 516,primaria,privada - particular,-12.08669,-77.021
unimundo de santa catalina,la victoria,calle mariano pacheco 780,inicial - jardin,privada - particular,-12.08278,-77.01812
virgen de la merced,la victoria,jiron antonio de la guerra 490,inicial - jardin,privada - particular,-12.08107,-77.01781
ymca colegios,la victoria,jiron prolongacion antonio bazo 1517,primaria,privada - particular,-12.07364,-77.01315
tupac amaru,la victoria,avenida del aire 601,secundaria,publica - sector educacion,-12.08248,-77.00805
005 jesusito milagroso,lince,avenida militar 1868,inicial - jardin,publica - sector educacion,-12.08276,-77.03167
1057 jose baquijano y carrillo,lince,jiron manuel gomez 651,secundaria,publica - sector educacion,-12.08181,-77.0414
1059 maria inmaculada,lince,avenida militar 1862,primaria,publica - sector educacion,-12.0827,-77.03168
1070 meliton carvajal,lince,avenida leonidas yerovi 2120,inicial - jardin,publica - sector educacion,-12.08481,-77.02604
alberto benjamin simpson,lince,avenida arequipa 2335,secundaria,privada - particular,-12.08747,-77.03383
alborada,lince,jiron manuel candamo 253,inicial - cuna jardin,privada - particular,-12.08228,-77.03414
aplicacion san marcos,lince,jiron capac yupanqui 1700,secundaria,publica - otro sector publico,-12.08309,-77.042
bhonner,lince,avenida cesar canevaro 978,primaria,privada - particular,-12.08464,-77.04338
christa mc auliffe,lince,jiron pachacutec 2169,secundaria,privada - particular,-12.08359,-77.04572
dalton,lince,avenida petit thouars 1845,secundaria,privada - particular,-12.0827,-77.03346
divina trinidad,lince,avenida ignacio merino 1862,inicial - jardin,privada - particular,-12.08288,-77.03279
educare school,lince,avenida canevaro 1049,primaria,privada - particular,-12.0849,-77.04362
eric berne,lince,avenida almirante guisse 2670,basica alternativa - avanzado,privada - particular,-12.09069,-77.03816
gotita de cielo,lince,jiron pezet y monell 2184,primaria,privada - particular,-12.08748,-77.04207
hijos de maria,lince,avenida petit thouars 1547,inicial - cuna jardin,privada - particular,-12.07997,-77.03386
illariy,lince,avenida general cesar canevaro 1591,secundaria,privada - particular,-12.08549,-77.04815
jesualdo,lince,calle manco segundo 2137,secundaria,privada - particular,-12.08335,-77.04636
kasner,lince,jiron leon velarde 765,primaria,privada - particular,-12.08363,-77.04237
little dalton,lince,avenida petit thouars 1829,inicial - jardin,privada - particular,-12.0826,-77.03341
maria reina de la paz,lince,avenida almirante guisse 2670,inicial - jardin,privada - particular,-12.09069,-77.03816
metropolitano,lince,avenida arequipa 2077,basica alternativa - avanzado,privada - particular,-12.08538,-77.0342
mi hogar y escuela,lince,jiron brig pumacahua 2250,inicial - jardin,privada - particular,-12.08426,-77.04375
mi kukuli,lince,jiron leon velarde 743,inicial - jardin,privada - particular,-12.08365,-77.04235
mi mundo maravilloso,lince,jiron manuel candamo 619,inicial - jardin,privada - particular,-12.08174,-77.03033
micaela bastidas de condorcanqui,lince,jiron pezet y monel 2074,secundaria,publica - municipalidad,-12.08644,-77.04226
pablo bhoner,lince,avenida cesar canevaro 978,basica alternativa - avanzado,privada - particular,-12.08464,-77.04338
pasitos del divino nino,lince,calle almirante guisse 2615 - 2619,inicial - cuna jardin,privada - particular,-12.09056,-77.03803
republica de chile,lince,jiron risso 477,secundaria,publica - sector educacion,-12.0852,-77.03147
saco oliveros de lince,lince,jiron gral cordova 1601,primaria,privada - particular,-12.08139,-77.03829
san tarcisio,lince,jiron mama ocllo 1860,inicial - jardin,privada - parroquial,-12.08443218,-77.0442885
santa beatriz,lince,jiron belisario flores 339,inicial - cuna jardin,privada - particular,-12.08202,-77.03868
santa rosa de lima,lince,jiron joaquin bernal 650,secundaria,privada - parroquial,-12.08721384,-77.03898597
sor ines,lince,calle belisario flores 178,secundaria,privada - particular,-12.08162,-77.037
tecnigrap,lince,avenida petit thouars 1889,basica alternativa - avanzado,privada - particular,-12.08317,-77.03341
trinidad,lince,jiron general cordova 2428,inicial - jardin,privada - particular,-12.08856,-77.03754
kinder caminitos del saber,los olivos,mz c lote 1-2 - 36-3,inicial - jardin,privada - particular,-11.999482,-77.083282
isam,los olivos,avenida alfredo mendiola 7875,basica alternativa - avanzado,privada - particular,-11.93846614,-77.07229819
0001 nino jesus de praga,los olivos,avenida jose carlos mariategui s/n,inicial - jardin,publica - sector educacion,-11.92268,-77.075
0008 pequeno benjamin,los olivos,mz w5 lote 39 etapa i sector 5,inicial - jardin,publica - sector educacion,-11.93757,-77.07621
0013 pastorcitos de fatima,los olivos,calle 10 mz 186 lote 26,inicial - jardin,publica - sector educacion,-11.9641,-77.0804
0017 virgen de la medalla milagrosa,los olivos,avenida antunez de mayolo cdra 9 mz d lote 1,inicial - cuna jardin,publica - sector educacion,-11.99484,-77.07323
0022 semillitas del futuro,los olivos,calle gemas y marfil mz d lote 9,inicial - cuna jardin,publica - sector educacion,-11.98813,-77.0792
0025 confraternidad peruano - mexicano,los olivos,pasaje 73a-73c comite 7,inicial - jardin,publica - sector educacion,-11.9534,-77.0834
0026 san roque,los olivos,calle saturno mz l lote 36,inicial - jardin,publica - sector educacion,-11.9582,-77.0766
014 maria auxiliadora,los olivos,mz g lote 10,inicial - jardin,publica - sector educacion,-11.97421,-77.07526
018 okinawa,los olivos,avenida 2 de octubre s/n,inicial - jardin,publica - sector educacion,-11.9502,-77.08179
0318 carmelitas,los olivos,avenida alameda central,inicial - jardin,publica - sector educacion,-11.98231,-77.0667
0327 almirante grau,los olivos,pasaje larco herrera 4124,inicial - jardin,publica - sector educacion,-11.9856,-77.071
0336,los olivos,mz p lote 2-3,inicial - jardin,publica - sector educacion,-12.00778,-77.07998
0346 las palmeras,los olivos,parque libertad,inicial - jardin,publica - sector educacion,-11.98773,-77.07176
0348 santa luisa,los olivos,calle san ernesto 2da. cuadra,inicial - jardin,publica - sector educacion,-11.95574,-77.07155
0351 san martin de porres,los olivos,jiron julio c. tello cuadra 2,inicial - jardin,publica - sector educacion,-11.9965,-77.0782
0375,los olivos,jiron rio ucayali mz z lote 10,inicial - jardin,publica - sector educacion,-11.97013952,-77.06853373
0377 divino nino jesus,los olivos,pasaje maximo valenzuela mz u lote 1,inicial - jardin,publica - sector educacion,-11.98246,-77.07006
0378 el capullito,los olivos,jiron puntualidad mz ll5 lote 18,inicial - jardin,publica - sector educacion,-11.9364,-77.0735
2004 senor de los milagros,los olivos,"calle 6, pasaje 3 y calle e s/n mz q lote 1",inicial - jardin,publica - sector educacion,-11.97676,-77.07872
2005 los olivos,los olivos,calle 7,primaria,publica - sector educacion,-12.01125,-77.0792
2006,los olivos,calle b,primaria,publica - sector educacion,-12.00754,-77.07722
2007 rosa de las americas,los olivos,parque 2,primaria,publica - sector educacion,-11.98205,-77.08295
2015 manuel gonzalez prada,los olivos,avenida manuel gonzales prada cuadra 3,inicial - jardin,publica - sector educacion,-11.9954,-77.06721
2016 chavin de huantar,los olivos,mz i-1 lote 2,primaria,publica - sector educacion,-11.98506,-77.07347
2022 pedro abraham valdelomar pinto,los olivos,avenida huandoy s/n,primaria,publica - sector educacion,-11.96328,-77.07692
2024,los olivos,calle los naranjos,secundaria,publica - sector educacion,-11.95047,-77.08175
2025 inmaculada concepcion,los olivos,mz q4 lote 1,secundaria,publica - sector educacion,-11.945275,-77.0746
2035 carlos chiyoteru hiraoka,los olivos,calle galena,primaria,publica - sector educacion,-11.9897,-77.0778
2037 san antonio de padua,los olivos,calle 2 s/n mz i lote 10,inicial - jardin,publica - sector educacion,-12.00306,-77.07028
2071 cesar vallejo,los olivos,jiron daniel hernandez 380,primaria,publica - sector educacion,-11.99395,-77.07665
2078 nuestra senora de lourdes,los olivos,calle san hernan,secundaria,publica - sector educacion,-11.9553,-77.0712
2087 republica oriental del uruguay,los olivos,jiron rio paucartambo,primaria,publica - sector educacion,-11.9684,-77.06865
2089 micaela bastidas,los olivos,jiron las acuarinas 2da. cuadra,basica alternativa - avanzado,publica - sector educacion,-11.98754742,-77.0667
2090 virgen de la puerta,los olivos,calle los pinos mz k lote 6,secundaria,publica - sector educacion,-12.01,-77.0735
2091 mariscal andres avelino caceres,los olivos,jiron las hiedras,primaria,publica - sector educacion,-11.98945,-77.07302
2092 cristo morado,los olivos,avenida republica de canada cuadra 4,primaria,publica - sector educacion,-11.99961,-77.0754
2095 herman busse de la guerra,los olivos,jiron la honestidad 8000,basica alternativa - avanzado,publica - sector educacion,-11.9354,-77.0746
2096 peru japon,los olivos,jiron pariahuanca cuadra 3,primaria,publica - sector educacion,-11.9802,-77.0683
23 jesus mi buen amigo,los olivos,avenida a calle 9,inicial - jardin,publica - sector educacion,-12.00331,-77.08165
30 de octubre,los olivos,calle marte mz k,primaria,privada - particular,-11.95909,-77.07917
3029,los olivos,jiron la luna 7190,basica alternativa - avanzado,publica - sector educacion,-12.00308,-77.06257
3040 20 de abril,los olivos,avenida 8-10 mz 57,secundaria,publica - sector educacion,-11.9625,-77.0804
3047,los olivos,calle 7 mz m,primaria,publica - sector educacion,-11.94905,-77.0725
3078 heroes del cenepa,los olivos,avenida a calle 9,primaria,publica - sector educacion,-12.0037,-77.0817
3080 peru - canada,los olivos,jiron cipriano ruiz,secundaria,publica - sector educacion,-11.9558,-77.07467
3084 enrique guzman y valle,los olivos,avenida naranjal cuadra 9,secundaria,publica - sector educacion,-11.97885,-77.07465
3087,los olivos,avenida las palmeras cuadra 44,secundaria,publica - sector educacion,-11.9823,-77.07145
3091,los olivos,calle invocacion mz bb4 lote 15,primaria,publica - sector educacion,-11.94143971,-77.07668312
3091 huaca de oro,los olivos,calle invocacion mz y4 lote 37,inicial - jardin,publica - sector educacion,-11.94112862,-77.07711118
3095 peru kawachi,los olivos,calle jose carlos mariategui s/n,secundaria,publica - sector educacion,-11.92235,-77.07502
345 rayito de sol,los olivos,jiron justicia cuadra 4,inicial - jardin,publica - sector educacion,-11.93245,-77.07415
abc leader kids,los olivos,calle 14 mz l lote 1,inicial - jardin,privada - particular,-11.98632,-77.0766
abc little kids,los olivos,jiron pampas 1405,inicial - jardin,privada - particular,-11.97931,-77.08201
albert einstein de los olivos,los olivos,mz e lote 41,primaria,privada - particular,-11.96739,-77.07972
alexander von humboldt,los olivos,avenida universitaria mz a lote 10-a,primaria,privada - particular,-11.96615,-77.0738
alfredo rebaza acosta,los olivos,avenida el trebol cuadra 72,secundaria,publica - sector educacion,-12.0032,-77.0665
amadeus,los olivos,avenida universitaria 4927,primaria,privada - particular,-11.97878,-77.07801
ananke,los olivos,jiron huantar 5020,inicial - jardin,privada - particular,-11.97536,-77.08426
andreas vesalius,los olivos,avenida a s/n mz 201 lote 21,inicial - jardin,privada - particular,-11.9916622,-77.07090386
angelitos de los olivos,los olivos,jiron ignacio torote 672,inicial - jardin,privada - particular,-12.0071,-77.0667
angelo patri del divino nino jesus,los olivos,jiron tomas catari 563,secundaria,privada - particular,-12.00842,-77.0646
aprendo jugando pre-school smp,los olivos,jiron pomabamba 1212,inicial - jardin,privada - particular,-11.96100292,-77.08875533
arquitectos kids,los olivos,jiron pedro helmes 735,inicial - jardin,privada - particular,-11.97855598,-77.07553456
arquitectos school,los olivos,avenida naranjal 829,secundaria,privada - particular,-11.97888,-77.07328
arquitectos school de los olivos,los olivos,calle santa rosa mz c lote 7,primaria,privada - particular,-11.9916622,-77.07090386
atenas,los olivos,avenida gonzales prada 464,primaria,privada - particular,-11.99261,-77.07004
ateniense,los olivos,jiron la justicia 698,secundaria,privada - particular,-11.933,-77.07744
aurelio baldor,los olivos,avenida central mz 123 lote 31,inicial - jardin,privada - particular,-11.99951,-77.05244
baden powell,los olivos,calle 37 mz j1 lote 1-2 etapa iii,primaria,privada - particular,-12.00838,-77.07387
baden powell infant school,los olivos,jiron rubi mz e lote 12-13,primaria,privada - particular,-11.9938734,-77.07980853
barbara d' achille,los olivos,calle eleodoro zevallos 182 mz l lote 60 etapa iii,inicial - jardin,privada - particular,-11.96071,-77.07376
barbara d'achille school,los olivos,calle eleodoro zevallos 221,primaria,privada - particular,-11.96123,-77.07379
bartolome herrera,los olivos,jiron mallash 4991,basica alternativa - avanzado,privada - particular,-11.97843575,-77.07626288
bautista tomas brown,los olivos,avenida carlos izaguirre 1399,inicial - jardin,privada - particular,-11.99186,-77.07922
belen kids,los olivos,avenida marcara 5342,inicial - jardin,privada - particular,-11.97309,-77.06963
bertrand russell,los olivos,avenida antunez de mayolo 808,primaria,privada - particular,-11.9916,-77.07178
bh school,los olivos,jiron pariahuanca 905,inicial - jardin,privada - particular,-11.9798,-77.07475
britanico college,los olivos,avenida huandoy mz 13 lote 10,secundaria,privada - particular,-11.96646,-77.09033
camino a belen,los olivos,calle 7 mz k-5 lote 21,primaria,privada - particular,-11.93565,-77.07792
caritas de amor,los olivos,avenida las palmeras 4173-4175,inicial - jardin,privada - particular,-11.98579,-77.07284
casa dei bambini montessori,los olivos,avenida carlos izaguirre 850,inicial - jardin,privada - particular,-11.99084,-77.07102
casita de jesus,los olivos,mz e lote 30,inicial - jardin,privada - particular,-12.00655,-77.06956
catolico san pio x,los olivos,calle palacio valdez 151,secundaria,privada - particular,-11.99521,-77.06437
cayetanito de los olivos,los olivos,jiron cajacay 446,inicial - jardin,privada - particular,-11.97937,-77.06713
cayetano heredia,los olivos,calle chasquitambo 640,secundaria,privada - particular,-11.97662,-77.07138
circulo ingenieria,los olivos,mz o5 lote 3 etapa i,inicial - jardin,privada - particular,-11.9377,-77.07714
circulo ingenieria - huandoy,los olivos,jiron llumpa 1452,primaria,privada - particular,-11.97743,-77.08245
circulo ingenieria de independencia,los olivos,jiron tauro 801,primaria,privada - particular,-11.97576,-77.04717
circulo vallejo,los olivos,calle gamma 664,primaria,privada - particular,-12.00776,-77.07466
ciudad de los reyes,los olivos,jiron pedro helmes mz k1 lote 38,inicial - jardin,privada - particular,-11.97158,-77.07391
clements markham,los olivos,calle abel zela mz t lote 4,primaria,privada - particular,-11.96538,-77.06892
clinica celestial,los olivos,avenida alfredo mendiola 5570,secundaria,privada - particular,-11.9693,-77.06665
colegio glenn doman,los olivos,mz a- 1 lote 5,primaria,privada - particular,-12.00454,-77.07859
colegio peruano de ciencias,los olivos,avenida angelica gamarra 909 mz a lote 24 y 25 etapa ii,secundaria,privada - particular,-12.00644,-77.07308
college kids,los olivos,mz k lote 17-18,primaria,privada - particular,-11.97422,-77.07794
consuelo vallejos,los olivos,avenida alfredo mendiola 1617,inicial - jardin,privada - particular,-11.95436,-77.07228
corazon de jesus pionero de la ciencia,los olivos,jiron yaracmarca 411,inicial - jardin,privada - particular,-11.9734,-77.0843
corazon de jesus pionero de la ciencia - sede santa luisa,los olivos,jiron san ernesto 324,secundaria,privada - particular,-11.95356583,-77.07200916
coronel leoncio prado de los olivos,los olivos,mz j lote 25,secundaria,privada - particular,-11.9403,-77.0734
crecer,los olivos,jiron acuario 971,inicial - cuna jardin,privada - particular,-11.99554,-77.0723
cristiano francisco penzotti,los olivos,mz a lote 24-25,basica alternativa - avanzado,privada - particular,-11.967,-77.0795
cristo rey de reyes,los olivos,avenida miraflores s/n mz q lote 11-12 etapa ii,secundaria,privada - particular,-11.9672,-77.08203333
cruz saco de panamericana norte i,los olivos,jiron jose benigno samanez ocampo 407-415 mz p lote 38,primaria,privada - particular,-11.98892,-77.0687
cruz saco de universitaria,los olivos,avenida naranjal 851,inicial - jardin,privada - particular,-11.97882386,-77.07360101
cruz saco de villasol,los olivos,avenida los proceres mz n lote 2-3,inicial - jardin,privada - particular,-11.95464,-77.07562
cruz saco del trebol,los olivos,jiron jose santos atahualpa 591-a,primaria,privada - particular,-12.00736,-77.0649
cygnus,los olivos,calle 1 mz k lote 3,primaria,privada - particular,-11.95143,-77.0795
da vinci,los olivos,mz b lote 02-03-04,primaria,privada - particular,-11.9761,-77.0737
dejalo ser,los olivos,jiron la hiedra 764,inicial - jardin,privada - particular,-11.98899,-77.07119
despertar,los olivos,jiron jupiter 163,inicial - jardin,privada - particular,-12.0003,-77.0634
divina misericordia de los olivos,los olivos,avenida globo terraqueo 7277,inicial - jardin,privada - particular,-12.00151,-77.0625
divina misericordia de san elias,los olivos,calle portugal mz a lote 25,inicial - jardin,privada - particular,-11.95718,-77.07308
divine child,los olivos,mz f lote 17-18,inicial - jardin,privada - particular,-11.97495,-77.07409
divino maestro de pro,los olivos,calle la sinceridad mz r5 lote 20-21-22,inicial - jardin,privada - particular,-11.93312,-77.07877
domingo savio de los naranjos,los olivos,avenida canta callao s/n mz w3 lote 26,inicial - jardin,privada - particular,-11.97238,-77.08587
don bosco de los olivos,los olivos,mz 75 lote 10-11,inicial - jardin,privada - particular,-11.95599,-77.07657
dulce hogar de los ninos,los olivos,jiron uchupata 5029-a,inicial - jardin,privada - particular,-11.97531,-77.0839
ebenezer kids,los olivos,jiron francisco orellana 652,inicial - jardin,privada - particular,-12.00023962,-77.05148841
einstein school a1,los olivos,avenida luis montero 3871,primaria,privada - particular,-11.98885,-77.06728
el buen pastor,los olivos,jiron aries 782,secundaria,privada - parroquial,-11.9956,-77.0697
el eden de jesus,los olivos,jiron huascar 350,inicial - jardin,privada - particular,-12.0042,-77.0649
el nazareno milagroso,los olivos,mz l lote 8-9,primaria,privada - particular,-11.96548,-77.08252
el paraiso de los ninos,los olivos,jiron los limoncillos 3943,primaria,privada - particular,-11.98918,-77.07626
emmanuel ii,los olivos,jiron julio c tello 1235,primaria,privada - particular,-11.9443,-77.0738
enrique milla ochoa,los olivos,avenida central,secundaria,publica - sector educacion,-11.955,-77.0838
estrellita de david,los olivos,calle cleto martinez 176,inicial - jardin,privada - particular,-11.96183,-77.07188
estrellitas de maria,los olivos,calle chimu 189,inicial - jardin,privada - particular,-11.98148,-77.06687
estrellitas felices,los olivos,avenida las palmeras 4120,inicial - jardin,privada - particular,-11.98615,-77.07214
federico froebel bardeen,los olivos,jiron belen 725,inicial - jardin,privada - particular,-11.93621,-77.07514
france la sorbona,los olivos,avenida naranjal 1313 mz e-3 lote 3,basica alternativa - avanzado,privada - particular,-11.97769,-77.07979
francisco penzotti,los olivos,mz g lote 01,inicial - jardin,privada - particular,-11.9658,-77.081
franklin roosevelt,los olivos,jiron los amarantos 929,secundaria,privada - particular,-11.99906,-77.04995
friederich gauss,los olivos,mz b lote 30,inicial - jardin,privada - particular,-12.00735,-77.07723
galileo galilei,los olivos,calle 11 s/n mz b2 lote 10 y11,inicial - jardin,privada - particular,-11.94887,-77.07775
genes de los olivos,los olivos,avenida universitaria s/n mz a lote 06-08,primaria,privada - particular,-11.9726,-77.07566
german caro rios,los olivos,calle 6 mz k5 lote 52 zona i,primaria,privada - particular,-11.9347,-77.0792
giovanni bosco,los olivos,calle pomabamba mz e lote 20,inicial - jardin,privada - particular,-11.99343,-77.08023
gran mariscal toribio de luzuriaga,los olivos,avenida marcara 5280,secundaria,publica - sector educacion,-11.97452,-77.06945
guadalupe ii,los olivos,el empleado municipal 408 mz h lote 7 etapa ii,basica alternativa - avanzado,privada - particular,-11.99566,-77.07002
hans christian,los olivos,calle 10 mz m-4 lote 48,secundaria,privada - particular,-11.94487,-77.07658
happy house kindergarten,los olivos,avenida santa elvira 6005,inicial - jardin,privada - particular,-11.96227,-77.07272
harvard college,los olivos,jiron los amaratos 993 etapa iv,primaria,privada - particular,-11.98708,-77.07462
honores bertello,los olivos,calle conray grande mz i lote 08,primaria,privada - particular,-11.99049,-77.11438
